Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20)
2.2281013667271442e-11,0.08314471999999999,2.290189752997172e-06,2.492175212591631e-06,1.8870360717336194e-07,1.8029251236406898e-10,6.131437251438819e-10,1.3321167336658418e-14,1.2495625193061427e-21,1.1856990341542778e-16,4.60753541709165e-29,1.3683512972305187e-28,5.759170901979957e-14,0.054,0.0,0.0,0.05898007714112005,0.8799987538219666,5.013776374181043e-13,5.476680855559025e-32,2.0151797220016596e-24,0.06599752049348244,2.5886822960643593e-22,1.8974852437323825e-07
2.2348142776739545e-11,0.08314471999999999,2.2907002071276923e-06,2.4996825582173127e-06,1.8926737496684362e-07,1.8150067955129324e-10,6.186360249971233e-10,1.3483794720202639e-14,1.2710484448046034e-21,1.2022513577433132e-16,-6.487424619851379e-28,-2.3613238688075017e-33,5.821730883655563e-14,0.054,0.0,0.0,0.05898006797932083,0.8799987500676861,5.079028489186931e-13,5.62773834887923e-32,2.0561068096189766e-24,0.06599751941376807,2.43647416660098e-22,1.903220547888092e-07
2.2415271886207648e-11,0.08314471999999999,2.2912045381235367e-06,2.507189897347842e-06,1.8983109803781522e-07,1.827129094590384e-10,6.241609351089637e-10,1.3647923459938206e-14,1.2928357648067348e-21,1.2189816448402374e-16,4.8653093057299347e-29,4.7193877378659866e-29,5.884756948087691e-14,0.054,0.0,0.0,0.05898005882364298,0.8799987463134069,5.144918798727132e-13,5.782501119272312e-32,2.0977357443623933e-24,0.06599751834018892,2.3264885063652133e-22,1.9089560150724587e-07
2.248240099567575e-11,0.08314471999999999,2.291702819383001e-06,2.5146972299849115e-06,1.9039477625185332e-07,1.8392920153535957e-10,6.29718550683445e-10,1.3813563013891294e-14,1.3149277481947464e-21,1.2358912286133467e-16,9.234683203379286e-30,-5.627185796939685e-29,5.948250961581017e-14,0.054,0.0,0.0,0.05898004967401307,0.8799987425591287,5.211451471376002e-13,5.94104883970838e-32,2.140076339932949e-24,0.06599751727267165,2.3031556811178175e-22,1.914691645842425e-07
2.2549530105143854e-11,0.08314471999999999,2.2921951234245313e-06,2.5222045561301345e-06,1.909584094745898e-07,1.8514955522606043e-10,6.35308966909093e-10,1.3980722872607304e-14,1.3373276875539439e-21,1.2529814477068227e-16,8.552722914734848e-30,2.5082239265225956e-29,6.012214791486501e-14,0.054,0.0,0.0,0.058980040530358595,0.8799987388048518,5.278630689273661e-13,6.103462657559599e-32,2.1831385160282623e-24,0.0659975162111438,2.3206102125683167e-22,1.9204274407551703e-07
2.2616659214611957e-11,0.08314471999999999,2.2926815218975316e-06,2.5297118757851124e-06,1.9152199757171108e-07,1.8637396997470846e-10,6.409322789588736e-10,1.4149412559191758e-14,1.3600389005331731e-21,1.2702536462425693e-16,1.0768616280785413e-29,-1.5580101812422171e-29,6.076650306198427e-14,0.054,0.0,0.0,0.058980031392607865,0.8799987350505761,5.346460648124666e-13,6.269825218042567e-32,2.2269322991256793e-24,0.06599751515553373,2.3356060377306374e-22,1.926163400368108e-07
2.268378832408006e-11,0.08314471999999999,2.293162085592716e-06,2.5372191889514503e-06,1.9208554040895827e-07,1.8760244522264886e-10,6.465885819901476e-10,1.43196416293425e-14,1.3830647303459906e-21,1.2877091738219632e-16,9.869045511313646e-30,1.692981653754675e-29,6.141559375151474e-14,0.054,0.0,0.0,0.05898002226069008,0.8799987312963015,5.414945557196706e-13,6.440220687298618e-32,2.2714678232767443e-24,0.06599751410577073,2.337524673388563e-22,1.931899525238878e-07
2.281804654301627e-11,0.08314471999999999,2.2941059875777607e-06,2.552233795824547e-06,1.9321248976706395e-07,1.9007157497075395e-10,6.580005415483366e-10,1.466475630621193e-14,1.4300737395421943e-21,1.323175641924451e-16,5.6713710451500864e-30,-4.402723082395072e-34,6.2728056587043e-14,0.054,0.0,0.0,0.05898000401407434,0.8799987237877559,5.553897130882718e-13,6.793454757614504e-32,2.362805173565946e-24,0.06599751202350708,2.2580120870162965e-22,1.9433722729855876e-07
2.295230476195248e-11,0.08314471999999999,2.2950273789160175e-06,2.5672483767620792e-06,1.94339256475909e-07,1.9255693995720304e-10,6.69545606528771e-10,1.501614400151687e-14,1.4783819700772133e-21,1.3593917584794604e-16,1.0192921107115795e-29,6.574307720547354e-29,6.405968618316787e-14,0.054,0.0,0.0,0.0589799857899617,0.879998716279215,5.695519355686172e-13,7.163869509912127e-32,2.4572338217246794e-24,0.06599750996380362,2.2024773381429553e-22,1.9548456884608046e-07
2.3073137158995066e-11,0.08314471999999999,2.295837828152937e-06,2.5807614774411685e-06,1.953531894626019e-07,1.9480764581568105e-10,6.800505988648493e-10,1.5337820501210474e-14,1.5229930670134846e-21,1.3926362977347862e-16,9.849902769860332e-30,8.39094987316695e-30,6.527466431064348e-14,0.054,0.0,0.0,0.058979969407056694,0.8799987095215321,5.8252909953577e-13,7.512535487423443e-32,2.544932903756197e-24,0.06599750812891608,2.237084355164734e-22,1.9651723369898147e-07
2.3193969556037654e-11,0.08314471999999999,2.2966308606501006e-06,2.5942745571312183e-06,1.963669728539234e-07,1.9707149519469447e-10,6.90664577126292e-10,1.5664697960911538e-14,1.5686993857315439e-21,1.4265050320787358e-16,6.499443922115644e-30,-7.486537490912391e-29,6.650539836186686e-14,0.054,0.0,0.0,0.05897995304156211,0.8799987027638533,5.957278585606e-13,7.876260160431685e-32,2.635268018468868e-24,0.06599750631148585,2.3017689613037547e-22,1.9754995332586692e-07
2.3314801953080242e-11,0.08314471999999999,2.297406850401329e-06,2.6077876158408135e-06,1.9738060586939812e-07,1.9934848473277091e-10,7.013880955147463e-10,1.59968336732724e-14,1.6155216491907998e-21,1.461006094796894e-16,1.2011129584649272e-29,2.548377801040161e-29,6.775199785302376e-14,0.054,0.0,0.0,0.058979936693103814,0.8799986960061781,6.091507323209079e-13,8.25561247292613e-32,2.728303593747669e-24,0.06599750451113925,2.33582207587847e-22,1.9858272805294146e-07
2.343563435012283e-11,0.08314471999999999,2.2981661633697325e-06,2.6213006535784163e-06,1.9839408772908712e-07,2.016386110463627e-10,7.122217080635741e-10,1.6334285275507093e-14,1.6634808556196223e-21,1.4961476768591986e-16,1.2323473078993856e-29,1.449123911147862e-29,6.901457240635586e-14,0.054,0.0,0.0,0.05897992036131575,0.8799986892485067,6.228002547191072e-13,8.651179831759973e-32,2.824105269832022e-24,0.06599750272751047,2.3305310117056436e-22,1.9961555820660387e-07
2.3556466747165418e-11,0.08314471999999999,2.298909157660449e-06,2.6348136703523505e-06,1.9940741765358172e-07,2.0394187073005214e-10,7.231659686370131e-10,1.6677110749851088e-14,1.712598280349666e-21,1.531938026947823e-16,5.894263149137754e-30,-3.346486715701377e-29,7.029323174952873e-14,0.054,0.0,0.0,0.058979904045839714,0.879998682490839,6.366789738796538e-13,9.063568609306612e-32,2.922739915322792e-24,0.06599750096024164,2.3129501174213613e-22,2.006484441134393e-07
2.3677299144208006e-11,0.08314471999999999,2.299636183689063e-06,2.6483266661707827e-06,2.0042059486399764e-07,2.0625826035674707e-10,7.342214309293412e-10,1.7025368424012584e-14,1.7628954773405512e-21,1.5683854514840876e-16,1.1546562610710263e-29,2.0339951262386293e-29,7.158808571498841e-14,0.054,0.0,0.0,0.05897988774632517,0.8799986757331751,6.507894521464624e-13,9.493404656678263e-32,3.0242756432743722e-24,0.0659974992089826,2.3061397044763867e-22,2.016813861002114e-07
2.3798131541250594e-11,0.08314471999999999,2.300347584346443e-06,2.6618396410417153e-06,2.0143361858196928e-07,2.0858777647786786e-10,7.453886484640379e-10,1.737911697162685e-14,1.814394281008138e-21,1.6054983146545287e-16,1.367100082573795e-29,8.840596728055422e-31,7.289924423930688e-14,0.054,0.0,0.0,0.058979871462429126,0.8799986689755153,6.651342660803066e-13,9.941333827928165e-32,3.1287818273480904e-24,0.06599749747339063,2.311297631612599e-22,2.0271438449385482e-07
2.3918963938293182e-11,0.08314471999999999,2.3010436951602996e-06,2.6753525949729906e-06,2.0244648802964428e-07,2.109304156235268e-10,7.566681745929496e-10,1.7738415412716466e-14,1.8671168084146038e-21,1.64328503843618e-16,4.609575918628695e-30,-6.644596869620815e-30,7.422681736251528e-14,0.054,0.0,0.0,0.05897985519381594,0.879998662217859,6.79716006456202e-13,1.040802251597723e-31,3.236329118066879e-24,0.06599749575313049,2.318030214668165e-22,2.0374743962146776e-07
2.403979633533577e-11,0.08314471999999999,2.301724844453465e-06,2.68886552797231e-06,2.0345920242967767e-07,2.132861743027004e-10,7.680605624954505e-10,1.8103323114152945e-14,1.9210854615169582e-21,1.6817541026210613e-16,1.0915943432526019e-29,1.756249178864417e-30,7.557091522742512e-14,0.054,0.0,0.0,0.0589798389401572,0.8799986554602066,6.945372782607678e-13,1.0894158200410357e-31,3.34698945920841e-24,0.06599749404787404,2.3195360423242844e-22,2.047805518103047e-07
2.4160628732378358e-11,0.08314471999999999,2.3023913534986954e-06,2.70237844004724e-06,2.0447176100522695e-07,2.1565504900339414e-10,7.795663651776071e-10,1.8473899790115798e-14,1.9763229292727154e-21,1.7209140448398362e-16,1.5858332771829027e-29,1.2170808555837116e-30,7.693164807893836e-14,0.054,0.0,0.0,0.058979822701131515,0.879998648702558,7.096007006895719e-13,1.1400450007154112e-31,3.4608361043401685e-24,0.06599749235730025,2.317025610502351e-22,2.058137213877692e-07
2.4281461129420946e-11,0.08314471999999999,2.303043536670054e-06,2.7158913312052053e-06,2.054841629799467e-07,2.180370361928002e-10,7.911861354713425e-10,1.8850205502548624e-14,2.0328521896308304e-21,1.7607734605846482e-16,3.304924381829746e-30,7.864538295423183e-32,7.830912626334656e-14,0.054,0.0,0.0,0.0589798064764244,0.8799986419449131,7.24908907144461e-13,1.1927629280083424e-31,3.577943633475163e-24,0.06599749068109496,2.3147054212518446e-22,2.0684694868140695e-07
2.4402293526463534e-11,0.08314471999999999,2.303681701590987e-06,2.729404201453498e-06,2.0649640757798378e-07,2.204321323174483e-10,8.029204260336004e-10,1.9232300661614227e-14,2.0906965115279152e-21,1.8013410032311455e-16,9.569215109210828e-30,-1.3391872902415284e-30,7.970346022761882e-14,0.054,0.0,0.0,0.05897979026572813,0.879998635187272,7.404645452308706e-13,1.2476450164789307e-31,3.698387969832972e-24,0.06599748901895075,2.3145471110316906e-22,2.0788023401889893e-07
2.4523125923506122e-11,0.08314471999999999,2.304306149279244e-06,2.742917050799271e-06,2.0750849402397193e-07,2.228403338033503e-10,8.147697893455114e-10,1.9620246026150012e-14,2.1498794569469706e-21,1.8426253840597371e-16,1.8745621982993594e-29,9.431509368016363e-31,8.111476051867907e-14,0.054,0.0,0.0,0.05897977406874158,0.8799986284296346,7.562702767551179e-13,1.3047690204791273e-31,3.822246396708348e-24,0.06599748737056683,2.3156208555752506e-22,2.0891357772805453e-07
2.464395832054871e-11,0.08314471999999999,2.3049171742887463e-06,2.7564298792495474e-06,2.0852042154302762e-07,2.2526163705613903e-10,8.267347777115566e-10,2.0014102704123633e-14,2.2104248830128374e-21,1.8846353722760735e-16,2.0823132807090098e-30,-6.079589925089957e-31,8.254313778267244e-14,0.054,0.0,0.0,0.05897975788517007,0.879998621672001,7.723287777216754e-13,1.3642150950440052e-31,3.9495975744579266e-24,0.06599748573564895,2.316356259137744e-22,2.0994698013680522e-07
2.4764790717591298e-11,0.08314471999999999,2.3055150648484032e-06,2.7699426868112238e-06,2.0953218936074484e-07,2.276960384612007e-10,8.38815943258735e-10,2.041393215308787e-14,2.2723569440801455e-21,1.927379795030769e-16,7.234320046260895e-30,1.1331866841012258e-30,8.39887027642211e-14,0.054,0.0,0.0,0.05897974171472529,0.879998614914371,7.886427383304257e-13,1.4260658580698287e-31,4.0805215576106704e-24,0.06599748411390902,2.3162604521201687e-22,2.10980441573198e-07
2.4885623114633886e-11,0.08314471999999999,2.3061001029979352e-06,2.783455473491073e-06,2.10543796703191e-07,2.3014353438380263e-10,8.510138379357285e-10,2.0819796180634663e-14,2.3357000938003257e-21,1.9708675374383632e-16,2.25514176506362e-29,-1.796704746220971e-30,8.545156630566975e-14,0.054,0.0,0.0,0.05897972555712506,0.8799986081567449,8.052148629738983e-13,1.4904064537977652e-31,4.215099812099753e-24,0.06599748250506521,2.3158283498681166e-22,2.1201396236538895e-07
2.5006455511676474e-11,0.08314471999999999,2.3066725647207775e-06,2.7969682392957455e-06,2.1155524279690196e-07,2.326041211692147e-10,8.633290135120693e-10,2.1231756944848157e-14,2.4004790871818005e-21,2.0151075425955399e-16,1.202332225706192e-30,2.376708589705257e-30,8.693183934632107e-14,0.054,0.0,0.0,0.058979709412093295,0.8799986013991226,8.220478702344844e-13,1.5573246176234592e-31,4.353415232611364e-24,0.0659974809088418,2.315612421754332e-22,2.1304754284163713e-07
2.5127287908719062e-11,0.08314471999999999,2.3072327200741084e-06,2.81048098423177e-06,2.1256652686887846e-07,2.3507779514282677e-10,8.757620215773063e-10,2.1649876954757285e-14,2.466718982658643e-21,2.060108811598603e-16,3.451505546839868e-30,-3.457867353143278e-30,8.842963292166094e-14,0.054,0.0,0.0,0.058979693279359854,0.879998594641504,8.391444928816362e-13,1.6269107422549041e-31,4.495552160048873e-24,0.06599747932496894,2.315699254802572e-22,2.1408118333029856e-07
2.524812030576165e-11,0.08314471999999999,2.3077808333161135e-06,2.8239937083055604e-06,2.1357764814658136e-07,2.3756455261026014e-10,8.883134135401723e-10,2.2074219070787848e-14,2.5344451441696917e-21,2.1058804035602332e-16,2.732562509109425e-29,5.495925288334158e-30,8.994505816257406e-14,0.054,0.0,0.0,0.05897967715866032,0.8799985878838892,8.565074778690425e-13,1.6992579452414087e-31,4.641596399114025e-24,0.06599747775318261,2.31586171598761e-22,2.1511488415982014e-07
2.5368952702804238e-11,0.08314471999999999,2.308317163030506e-06,2.8375064115234147e-06,2.1458860585792763e-07,2.400643898574753e-10,9.009837406277524e-10,2.250484650521401e-14,2.603683243241561e-21,2.1524314356255235e-16,1.1534471008559996e-30,-8.880203447205561e-30,9.147822629454994e-14,0.054,0.0,0.0,0.05897966104973605,0.8799985811262779,8.741395863317879e-13,1.7744621378957568e-31,4.79163523600713e-24,0.06599747619322442,2.3159177965890085e-22,2.1614864565873387e-07
2.5489785099846826e-11,0.08314471999999999,2.30884196224838e-06,2.851019093891521e-06,2.155993992312866e-07,2.425773031508751e-10,9.137735538846522e-10,2.294182282260922e-14,2.6744592610705795e-21,2.199771082987311e-16,-2.36401383794052e-30,1.4711042286937526e-29,9.302924863687933e-14,0.054,0.0,0.0,0.05897964495233387,0.8799985743686706,8.92043593583489e-13,1.8526220956312948e-31,4.9457574562467336e-24,0.06599747464484157,2.3158691163712527e-22,2.171824681556512e-07
2.5610617496889414e-11,0.08314471999999999,2.3093554785674434e-06,2.864531755415955e-06,2.1661002749547602e-07,2.4510328873740344e-10,9.266834041721655e-10,2.338521194029637e-14,2.746799490604172e-21,2.2479085789008057e-16,3.3146653559857674e-29,-2.5272843112855634e-29,9.459823660184146e-14,0.054,0.0,0.0,0.058979628866206085,0.879998567611067,9.102222891134112e-13,1.9338395297360238e-31,5.104053362608018e-24,0.06599747310778667,2.315811232276696e-22,2.1821635197925718e-07
2.5731449893932e-11,0.08314471999999999,2.3098579542686906e-06,2.878044396102686e-06,2.1762048987975813e-07,2.476423428446396e-10,9.397138421674436e-10,2.383507812879738e-14,2.820730538624081e-21,2.2968532146975293e-16,2.462642130808595e-30,4.477291322755207e-29,9.618530169388233e-14,0.054,0.0,0.0,0.0589796127911103,0.8799985608534672,9.286784765835654e-13,2.018219160606398e-31,5.266614793179318e-24,0.0659974715818177,2.3157999559331416e-22,2.192502974583052e-07
2.585228229097459e-11,0.08314471999999999,2.310349626430564e-06,2.8915570159575805e-06,2.186307856138362e-07,2.5019446168089005e-10,9.52865418362665e-10,2.429148601228216e-14,2.8962793278330926e-21,2.346614339798572e-16,-1.0616426485255996e-29,-8.150425679012235e-29,9.779055550878425e-14,0.054,0.0,0.0,0.05897959672680934,0.8799985540958709,9.474149738257843e-13,2.10586879246396e-31,5.433535139536852e-24,0.06599747006669779,2.3158240697369334e-22,2.2028430492161143e-07
2.5973114688017177e-11,0.08314471999999999,2.3108307270406726e-06,2.9050696149863995e-06,2.1964091392785096e-07,2.527596414352748e-10,9.661386830642046e-10,2.4754500569016945e-14,2.973473098944389e-21,2.397201361727178e-16,3.937438298582174e-29,1.5240837496282812e-28,9.941410973282622e-14,0.054,0.0,0.0,0.058979580673071075,0.8799985473382785,9.66434612838776e-13,2.1968993895781434e-31,5.604909365038125e-24,0.06599746856219513,2.315840662588313e-22,2.2131837469804973e-07
2.6093947085059765e-11,0.08314471999999999,2.3113014831051085e-06,2.9185821931948066e-06,2.2065087405237702e-07,2.553378782778118e-10,9.79534186391805e-10,2.5224187131812033e-14,3.0523394127732367e-21,2.4486237461206647e-16,6.955909442483826e-30,-2.9246485547328513e-28,1.0105607614193675e-13,0.054,0.0,0.0,0.058979564629668406,0.8799985405806899,9.857402397851567e-13,2.291425154018674e-31,5.780834023234385e-24,0.06599746706808293,2.315845806762594e-22,2.223525071165461e-07
2.6214779482102353e-11,0.08314471999999999,2.3117621167554185e-06,2.9320947505883636e-06,2.2166066521841953e-07,2.5792916835949724e-10,9.93052478277744e-10,2.5700611388468915e-14,3.132906152329059e-21,2.5008910167416844e-16,-2.3654325712458125e-29,5.751930270605504e-28,1.0271656660083751e-13,0.054,0.0,0.0,0.05897954859637907,0.8799985338231049,1.0053347149884654e-12,2.389563604961229e-31,5.961407276402119e-24,0.06599746558413935,2.315827803379793e-22,2.2338670250607407e-07
2.633561187914494e-11,0.08314471999999999,2.3122128453532695e-06,2.9456072871725394e-06,2.2267028665741118e-07,2.6053350781238227e-10,1.0066941084660102e-09,2.618383938222671e-14,3.21520152491121e-21,2.554012755488835e-16,4.870079986622581e-29,-1.1582380293589156e-27,1.043956930621797e-13,0.054,0.0,0.0,0.058979532572985625,0.8799985270655237,1.025220912930152e-12,2.4914356595703043e-31,6.146728914193562e-24,0.06599746411014719,2.3158383231351988e-22,2.2442096119564909e-07
2.645644427618753e-11,0.08314471999999999,2.3126538815928805e-06,2.9591198029527073e-06,2.2367973760120845e-07,2.631508927496477e-10,1.02045962651147e-09,2.6673937512208026e-14,3.2992540642030994e-21,2.6079986024066385e-16,9.62960219854411e-30,2.3858877839581077e-27,1.06093567565672e-13,0.054,0.0,0.0,0.058979516559275254,0.8799985203079461,1.0454017222465471e-12,2.5971657154835774e-31,6.336900372406134e-24,0.065997462645894,2.315804427308634e-22,2.254552835143242e-07
2.6577276673230117e-11,0.08314471999999999,2.313085433601243e-06,2.9726322979341497e-06,2.246890172820892e-07,2.6578131926567514e-10,1.0343495817790405e-09,2.717097253386417e-14,3.385092632375784e-21,2.6628582556948815e-16,-2.912523635293945e-29,-5.023545407818267e-27,1.0781030223720137e-13,0.054,0.0,0.0,0.0589795005550397,0.8799985135503724,1.0658800457258093e-12,2.7068817349222994e-31,6.53202475187114e-24,0.06599746119117188,2.3158827009254506e-22,2.2648966979118505e-07
2.6698109070272705e-11,0.08314471999999999,2.313507705036198e-06,2.9861447721220556e-06,2.2569812493274912e-07,2.68424783436115e-10,1.0483645234428644e-09,2.7675011559419743e-14,3.472746422178187e-21,2.7186014717173236e-16,3.257796769178589e-29,1.0803078606534461e-26,1.09546009287946e-13,0.054,0.0,0.0,0.05897948456007522,0.8799985067928022,1.0866588003048484e-12,2.820715330452526e-31,6.732206837461453e-24,0.06599745974577734,2.315725555674349e-22,2.275241203553449e-07
2.6818941467315293e-11,0.08314471999999999,2.3139208951823946e-06,2.9996572255215356e-06,2.267070597862992e-07,2.7108128131795253e-10,1.0625050004854774e-09,2.8186122058316604e-14,3.5622449590616795e-21,2.7752380650098046e-16,7.180923323915016e-29,-2.3711444098598435e-26,1.1130080101348132e-13,0.054,0.0,0.0,0.05897946857418239,0.8799985000352358,1.1077409170662315e-12,2.9388018524222306e-31,6.937553117219198e-24,0.06599745830951133,2.316069436519223e-22,2.2855863553594046e-07
2.693977386435788e-11,0.08314471999999999,2.314325199045209e-06,3.0131696581375938e-06,2.2771582107626254e-07,2.737508089495714e-10,1.076771561696987e-09,2.8704371857657177e-14,3.653618103236205e-21,2.832777908287724e-16,-1.5854295617239676e-28,5.308356562497108e-26,1.130747897928788e-13,0.054,0.0,0.0,0.0589794525971661,0.8799984932776731,1.1291293412350602e-12,3.061280478099624e-31,7.148171801601555e-24,0.06599745688217909,2.3153023926638305e-22,2.29593215662127e-07
2.706060626140047e-11,0.08314471999999999,2.314720807442623e-06,3.0266820699751944e-06,2.2872440803657203e-07,2.7643336235081346e-10,1.0911647556742392e-09,2.92298291426472e-14,3.746896051882536e-21,2.891230932452936e-16,2.8309982424769915e-28,-1.2114116516859745e-25,1.1486808808779806e-13,0.054,0.0,0.0,0.058979436628835445,0.8799984865201143,1.1508270321758305e-12,3.1882943025382934e-31,7.364172842848931e-24,0.06599745546359,2.3170397600477524e-22,2.30627861063074e-07
2.7181438658443057e-11,0.08314471999999999,2.315107907095146e-06,3.0401944610391184e-06,2.2973281990156722e-07,2.7912893752303824e-10,1.1056851308199984e-09,2.97625624570377e-14,3.8421093410203066e-21,2.9506071266000335e-16,-4.763824297184107e-28,2.8164939001727427e-25,1.1668080844157212e-13,0.054,0.0,0.0,0.058979420669003545,0.879998479762559,1.1728369633892666e-12,3.3199904311950277e-31,7.585667954466276e-24,0.06599745405355759,2.3130199775367634e-22,2.3166257206796077e-07
2.7302271055485645e-11,0.08314471999999999,2.3154866807138007e-06,3.053706831334299e-06,2.307410559059921e-07,2.8183753044917886e-10,1.1203332353421168e-09,3.030264070356651e-14,3.939288848170181e-21,3.0109165380220487e-16,1.1561222530208569e-27,-6.667808241829923e-25,1.1851306347828647e-13,0.054,0.0,0.0,0.05897940471748762,0.8799984730050076,1.1951621225091343e-12,3.456520074326517e-31,7.812770630838787e-24,0.0659974526518993,2.32248826700573e-22,2.3269734900597238e-07
2.7423103452528233e-11,0.08314471999999999,2.315857307086218e-06,3.0672191808650503e-06,2.3174911528499243e-07,2.8455913709379583e-10,1.135109617252712e-09,3.085013314439905e-14,4.03846579316851e-21,3.072169272215593e-16,-2.9296752306326494e-27,1.6065741879721929e-24,1.2036496590185172e-13,0.054,0.0,0.0,0.058979388774108736,0.8799984662474597,1.217805511299031e-12,3.598038643191339e-31,8.045596166932936e-24,0.06599745125843662,2.2997960628380737e-22,2.33732192206295e-07
2.754393584957082e-11,0.08314471999999999,2.316219961160886e-06,3.0807315096368814e-06,2.327569972741132e-07,2.8729375340312946e-10,1.1500148243673406e-09,3.140510940156838e-14,4.139671743379696e-21,3.1343754928853667e-16,7.38641605953176e-27,-3.937867122796709e-24,1.2223662849507016e-13,0.054,0.0,0.0,0.05897937283869186,0.8799984594899155,1.240770145649151e-12,3.7447058480839694e-31,8.284261678199327e-24,0.06599744987299477,2.3551361018195444e-22,2.3476710199811212e-07
2.766476824661341e-11,0.08314471999999999,2.3165748141295887e-06,3.0942438176521806e-06,2.3376470110929656e-07,2.900413753051497e-10,1.1650494043041731e-09,3.196763945741492e-14,4.2429386082732685e-21,3.197545421948219e-16,-1.8287707672511185e-26,9.814652445761051e-24,1.2412816411869678e-13,0.054,0.0,0.0,0.05897935691106567,0.8799984527323752,1.264059055573029e-12,3.8966857982278046e-31,8.528886120396674e-24,0.06599744849540283,2.217869923817164e-22,2.3580207871060048e-07
2.7785600643655997e-11,0.08314471999999999,2.3169220335080745e-06,3.107756104920689e-06,2.3477222602687925e-07,2.92801998709605e-10,1.180213904483169e-09,3.253779365502506e-14,4.348298660192483e-21,3.2616893395363796e-16,4.5985459024367796e-26,-2.4863608104611554e-23,1.2603968571049416e-13,0.054,0.0,0.0,0.05897934099106253,0.8799984459748385,1.2876752852042625e-12,4.054147103554494e-31,8.779590310026092e-24,0.06599744712549344,2.5640037465382944e-22,2.3683712267292592e-07
2.7906433040698585e-11,0.08314471999999999,2.31726178321499e-06,3.1212683714336417e-06,2.3577957126359042e-07,2.955756195080684e-10,1.1955088721252576e-09,3.3115642698669886e-14,4.455784489539587e-21,3.326817584000798e-16,-1.178585486925524e-25,6.399710500945436e-23,1.279713062842823e-13,0.054,0.0,0.0,0.05897932507851843,0.8799984392173054,1.3116218927932036e-12,4.217262978397144e-31,9.036496943654979e-24,0.06599744576310296,1.6770503840106022e-22,2.3787223421423968e-07
2.8027265437741173e-11,0.08314471999999999,2.3175942236492088e-06,3.1347806172012533e-06,2.3678673605654984e-07,2.9836223357394685e-10,1.2109348542514726e-09,3.3701257654242005e-14,4.5654291044497804e-21,3.392940551912508e-16,2.867512177643007e-25,-4.478096482153209e-24,1.2992313892898282e-13,0.054,0.0,0.0,0.058979309173272834,0.8799984324597762,1.3359019507036368e-12,4.386211347028457e-31,9.299730619537089e-24,0.06599744440807115,2.357779260256507e-22,2.3890741366367424e-07
2.8136014595079502e-11,0.08314471999999999,2.317887300404813e-06,3.1469416206672334e-06,2.3769302946059763e-07,3.008812920516883e-10,1.2249307075001924e-09,3.423500999666858e-14,4.665982525783694e-21,3.4533103512644153e-16,-2.944094454350487e-25,1.4942967861249108e-24,1.316971631575981e-13,0.054,0.0,0.0,0.05897929486466215,0.8799984263780029,1.3580416535270538e-12,4.543402595844084e-31,9.542155077607293e-24,0.06599744319470462,2.3038744502640313e-22,2.39839133501619e-07
2.8233888836683998e-11,0.08314471999999999,2.318146208865682e-06,3.157886509432591e-06,2.3850856757065226e-07,3.0315743779153497e-10,1.2376184175645308e-09,3.4720858089831825e-14,4.7580190103871634e-21,3.508345637977826e-16,1.8202914397530167e-25,-8.811338333273747e-26,1.3330792942710735e-13,0.054,0.0,0.0,0.05897928199176554,0.8799984209044096,1.3782023220121294e-12,4.689153371944961e-31,9.764883797869912e-24,0.06599744210756983,2.3149291240780963e-22,2.406777288117446e-07
2.8331763078288493e-11,0.08314471999999999,2.3184005957462033e-06,3.1688313845963463e-06,2.3932398593640573e-07,3.054421010177844e-10,1.2503930581927326e-09,3.5211928943321274e-14,4.851531649202499e-21,3.5640522391110293e-16,-3.134205623800565e-26,6.898679641072014e-26,1.3493215815332385e-13,0.054,0.0,0.0,0.05897926912338326,0.8799984154308187,1.3985872762782306e-12,4.839063202550436e-31,9.99199156879707e-24,0.06599744102498946,2.315487616409491e-22,2.4151636926151636e-07
2.842963731989299e-11,0.08314471999999999,2.3186505398538517e-06,3.1797762461588352e-06,2.401392841531729e-07,3.0773527950276636e-10,1.2632549197066341e-09,3.570826102112415e-14,4.9465386522526486e-21,3.6204357916853997e-16,-2.621075284056666e-26,-3.612538867441256e-26,1.3656990957636425e-13,0.054,0.0,0.0,0.05897925625943644,0.8799984099572302,1.4191981762047183e-12,4.993236174931026e-31,1.0223548349631164e-23,0.06599743994688477,2.316488121719638e-22,2.4235505502579704e-07
2.8527511561497485e-11,0.08314471999999999,2.3188961186225527e-06,3.1907210941208105e-06,2.4095446181643323e-07,3.1003697101107226e-10,1.2762042923404274e-09,3.620989294374289e-14,5.043058385036239e-21,3.677501957786029e-16,1.3441232084869724e-24,4.0508030858226125e-24,1.3822124396678827e-13,0.054,0.0,0.0,0.05897924339984756,0.8799984044836442,1.4400366877397215e-12,5.151778620134005e-31,1.0459624958147014e-23,0.06599743887317847,2.2619245538820074e-22,2.4319378627943396e-07
