Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),H2O_X(16),He,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
3.509109497083822e-07,0.041572359999999996,0.00041156272152465396,0.009337222397916851,2.7840405958320764e-18,2.18590586217775e-12,3.1732274549852386e-12,2.552530810362868e-12,6.431109507217484e-20,1.3762432314653971e-19,4.1163191560355793e-14,0.054,0.0,0.00499752456053662,0.8753313887969949,5.867909173987818e-12,2.4399879810452407e-29,1.1457164445961846e-29,0.0655884372727495,6.274121955455468e-37
3.51581504735487e-07,0.041572359999999996,0.00041106368709292116,0.009343728533605981,2.7806634321740243e-18,2.1859893544257367e-12,3.174604203978606e-12,2.5629700964895994e-12,6.478227101239276e-20,1.3797618859759152e-19,4.1166641933071635e-14,0.054,0.0,0.004991517459267322,0.8753281357291418,5.884899655044618e-12,2.4664350227639073e-29,1.1556765314271475e-29,0.06558893630716943,6.361781085288204e-37
3.522520597625918e-07,0.041572359999999996,0.0004105658626141644,0.00935021902304697,2.7772944513245645e-18,2.1860698800976125e-12,3.17596306515668e-12,2.5734211473142294e-12,6.525570015384772e-20,1.3821633878439548e-19,4.116997976796339e-14,0.054,0.0,0.004985524794293194,0.8753248904844129,5.901891491054612e-12,2.4930985108073637e-29,1.1656995151038177e-29,0.06558943413163637,6.450442229677133e-37
3.529226147896966e-07,0.041572359999999996,0.00041006924369014683,0.009356693922644288,2.7739336236335846e-18,2.186147451246769e-12,3.1773041034680187e-12,2.5838838928168402e-12,6.573138654339096e-20,1.385713232323411e-19,4.1173205509593726e-14,0.054,0.0,0.004979546513608009,0.8753216530346056,5.918884635691761e-12,2.5199795718337374e-29,1.1757856293298301e-29,0.06558993075054856,6.540114123062305e-37
3.5359316981680143e-07,0.041572359999999996,0.00040957382594393503,0.009363153288531503,2.7705809193423075e-18,2.1862220798728345e-12,3.1786273841118968e-12,2.5943582631106173e-12,6.620933421908761e-20,1.3897221337081587e-19,4.1176319600986046e-14,0.054,0.0,0.004973582565455128,0.8753184233516534,5.935879042813336e-12,2.5470793340118756e-29,1.1859351079187397e-29,0.06559042616828298,6.630805549420514e-37
3.541966693411958e-07,0.041572359999999996,0.00040912897337889764,0.009368953482685231,2.7675704066648554e-18,2.1862867396539546e-12,3.179803207871711e-12,2.6037950779180378e-12,6.664142384414314e-20,1.391790403373664e-19,4.1179027187215335e-14,0.054,0.0,0.004968227223855758,0.8753155232545687,5.951175050657191e-12,2.571657043092039e-29,1.195124008515552e-29,0.06559087102083741,6.713306833779535e-37
3.5480016886559017e-07,0.041572359999999996,0.0004086850870786796,0.009374741180326914,2.7645664287941615e-18,2.1863490343413185e-12,3.1809647480549253e-12,2.6132412015484633e-12,6.707535127318501e-20,1.3942043459888717e-19,4.118164501519101e-14,0.054,0.0,0.004962883412503619,0.8753126294057403,5.9664720105046805e-12,2.596413639658569e-29,1.2043645943252379e-29,0.06559131490712701,6.796647568538115e-37
3.5540366838998454e-07,0.041572359999999996,0.0004082421638962457,0.009380516421821524,2.7615689642790552e-18,2.1864089725732225e-12,3.1821120519639954e-12,2.6226965833343857e-12,6.751111941340539e-20,1.3977447989069294e-19,4.118417340473705e-14,0.054,0.0,0.004957551094180777,0.8753097417849852,5.981769889096103e-12,2.621349949215383e-29,1.2136570360122434e-29,0.06559175783029886,6.880834260466133e-37
3.560071679143789e-07,0.041572359999999996,0.00040780020069821954,0.009386279247360303,2.758577991978714e-18,2.1864665629540265e-12,3.1832451671688245e-12,2.632161172697693e-12,6.794873116280241e-20,1.400184904380403e-19,4.118661267470252e-14,0.054,0.0,0.00495223023182937,0.8753068603722083,5.997068653290471e-12,2.646466798213819e-29,1.2230015043086216e-29,0.0655921997934863,6.965873449046555e-37
3.566106674387733e-07,0.041572359999999996,0.00040735919436480977,0.009392029696961696,2.7555934909674782e-18,2.186521814054435e-12,3.1843641408165535e-12,2.6416349191501156e-12,6.83881894118471e-20,1.4031833319036684e-19,4.118896314296933e-14,0.054,0.0,0.004946920788550737,0.8753039851473999,6.012368270065147e-12,2.671765014042288e-29,1.2323981700163283e-29,0.0655926407998091,7.051771706527482e-37
3.5721416696316765e-07,0.041572359999999996,0.00040691914178973604,0.009397767810472281,2.7526154400007064e-18,2.1865747344118278e-12,3.1854690202207705e-12,2.6511177722937264e-12,6.882949703946905e-20,1.4063828774014764e-19,4.119122512646029e-14,0.054,0.0,0.004941622727604581,0.875301116090637,6.0276687065154835e-12,2.69724542501592e-29,1.2418472040033994e-29,0.06559308085237359,7.138535637969711e-37
3.577573165351226e-07,0.041572359999999996,0.0004065239073790366,0.009402921598069599,2.7499406916639117e-18,2.1866203769777283e-12,3.186451400240516e-12,2.659660084763225e-12,6.922825749140716e-20,1.4085541167167835e-19,4.119318551828883e-14,0.054,0.0,0.004936864174408391,0.8752985391968314,6.041439773042588e-12,2.7203342570823887e-29,1.2503962507459528e-29,0.06559347608677474,7.217368813067631e-37
3.5830046610707753e-07,0.041572359999999996,0.0004061294407617928,0.00940806545437856,2.747271135925128e-18,2.1866641447077023e-12,3.18742243659195e-12,2.6682096962919256e-12,6.962852034245838e-20,1.4110001225467557e-19,4.1195074723087564e-14,0.054,0.0,0.004932114784707107,0.87529596726867,6.055211453127504e-12,2.7435719440199745e-29,1.258987978901935e-29,0.06559387055338249,7.2969134221999885e-37
3.5884361567903247e-07,0.041572359999999996,0.0004057357397013081,0.009413199408093898,2.7446067573778908e-18,2.1867060437573416e-12,3.1883821635706086e-12,2.6767665703291786e-12,7.003028767290579e-20,1.414656556707807e-19,4.119689296993114e-14,0.054,0.0,0.004927374532042693,0.8752934002918054,6.068983723026483e-12,2.766959091554668e-29,1.267622513164753e-29,0.06559426425443345,7.377174348818e-37
3.593867652509874e-07,0.041572359999999996,0.0004053428019695701,0.009418323487799867,2.7419475408315617e-18,2.186746080261109e-12,3.1893306158068747e-12,2.6853306703847553e-12,7.043356155075427e-20,1.4168579094062158e-19,4.1198640487283776e-14,0.054,0.0,0.004922643390058908,0.8752908382519454,6.082756559072314e-12,2.7904963059947254e-29,1.2762999782643075e-29,0.06559465719215568,7.458156498016363e-37
3.5992991482294235e-07,0.041572359999999996,0.00040495062534720816,0.009423437721970762,2.7392934719669362e-18,2.1867842603324618e-12,3.190267827540822e-12,2.693901960029064e-12,7.083834403668069e-20,1.4185844190369194e-19,4.120031750300293e-14,0.054,0.0,0.004917921332500826,0.8752882811348531,6.09652993767412e-12,2.8141841942245857e-29,1.2850204989730794e-29,0.06559504936876852,7.539864796566051e-37
3.604187494377018e-07,0.041572359999999996,0.00040459831530822,0.009428032138237901,2.736909198436653e-18,2.186817040182899e-12,3.1911017356386617e-12,2.7016222377472794e-12,7.120393983527197e-20,1.4216580707862848e-19,4.1201766726092443e-14,0.054,0.0,0.004913679226264085,0.8752859839267132,6.1089264228645955e-12,2.8356326217712324e-29,1.2929058833114946e-29,0.06559540167879896,7.614027212418626e-37
3.6090758405246124e-07,0.041572359999999996,0.0004042466183712698,0.00943261862320114,2.7345290704887502e-18,2.1868483256854435e-12,3.1919265917118176e-12,2.7093482831023914e-12,7.157076077209404e-20,1.4244043680499834e-19,4.120315919219782e-14,0.054,0.0,0.004909444438229216,0.8752836906842253,6.1213233113878394e-12,2.8572040303437353e-29,1.3008263348027154e-29,0.06559575337572736,7.688785439713456e-37
3.613964186672207e-07,0.041572359999999996,0.000403895532936225,0.00943719719739189,2.7321530790567285e-18,2.186878121253757e-12,3.192742420882867e-12,2.7170800696641806e-12,7.193880833694992e-20,1.4253682633170316e-19,4.120449506618322e-14,0.054,0.0,0.004905216949464933,0.8752814013971238,6.133720586203893e-12,2.8788988635337307e-29,1.3087819444869722e-29,0.06559610446115385,7.764143115209557e-37
3.6188525328198013e-07,0.041572359999999996,0.00040354505740852005,0.009441767881270734,2.729781213448811e-18,2.1869064312881054e-12,3.1935492477889784e-12,2.7248175710428276e-12,7.230808401474836e-20,1.4277677174224028e-19,4.1205774512525283e-14,0.054,0.0,0.004900996741105218,0.8752791160551783,6.1461182303223865e-12,2.900717565295733e-29,1.3167728034246289e-29,0.06559645493667302,7.840103889949504e-37
3.623740878967396e-07,0.041572359999999996,0.0004031951901991312,0.009446330695227732,2.7274134585846378e-18,2.1869332601754356e-12,3.194347097421755e-12,2.7325607608890466e-12,7.267858928717083e-20,1.4310926666208365e-19,4.120699769531537e-14,0.054,0.0,0.004896783794349035,0.8752768346481935,6.1585162268024105e-12,2.922660579943547e-29,1.324799002697052e-29,0.06559680480387388,7.916671429277255e-37
3.6281403905002306e-07,0.041572359999999996,0.00040288082851396055,0.009450430515801649,2.7252859892046295e-18,2.186956143408472e-12,3.1950575073676728e-12,2.739534473645504e-12,7.3013096557606e-20,1.4324088418473816e-19,4.120805058980161e-14,0.054,0.0,0.004892998335452586,0.875274784737901,6.1696747109416545e-12,2.9425159481560145e-29,1.332052873331559e-29,0.06559711916555133,7.98610403934565e-37
3.6325399020330654e-07,0.041572359999999996,0.00040256695713334663,0.009454523992963551,2.7231618355939405e-18,2.1869778336346286e-12,3.19576068406717e-12,2.746512753599475e-12,7.334860207183161e-20,1.4344447205593085e-19,4.120905816249722e-14,0.054,0.0,0.004889218729663591,0.8752727379993145,6.1808334545311035e-12,2.962472694391854e-29,1.3393355098749772e-29,0.06559743303692427,8.056033801486228e-37
3.6369394135659e-07,0.041572359999999996,0.0004022535749103102,0.009458611141432474,2.7210409900646367e-18,2.1869983340246614e-12,3.1964566457312056e-12,2.7534955816270994e-12,7.368510690216733e-20,1.436514686693715e-19,4.121002053223218e-14,0.054,0.0,0.004885444963410006,0.8752706944250744,6.191992445323154e-12,2.982531143288067e-29,1.346646978777351e-29,0.06559774641913962,8.126463417518061e-37
3.641338925098735e-07,0.041572359999999996,0.00040194068070144816,0.00946269197588193,2.7189234448207943e-18,2.1870176477408187e-12,3.197145410498742e-12,2.7604829386314765e-12,7.402261211713689e-20,1.4385252632042874e-19,4.121093781758928e-14,0.054,0.0,0.004881677023161711,0.875268654007844,6.203151671102361e-12,3.002691619708267e-29,1.3539873465020052e-29,0.06559805931334083,8.197395598683036e-37
3.64573843663157e-07,0.041572359999999996,0.0004016282733669214,0.009466766510940082,2.7168091922036187e-18,2.187035777936869e-12,3.1978269964790684e-12,2.767474805542714e-12,7.436111878252249e-20,1.4405508038487555e-19,4.1211810136904776e-14,0.054,0.0,0.004877914895430397,0.8752666167403095,6.214311119685389e-12,3.0229544487410614e-29,1.3613566795275818e-29,0.06559837172066768,8.268833065654607e-37
3.6501379481644046e-07,0.041572359999999996,0.00040131635177044034,0.009470834761189893,2.714698224479183e-18,2.1870527277581534e-12,3.198501421775732e-12,2.7744711633180177e-12,7.47006279616259e-20,1.4425924200476943e-19,4.121263760826976e-14,0.054,0.0,0.004874158566769373,0.8752645826151789,6.225470778920944e-12,3.0433199556977135e-29,1.368755044348202e-29,0.06559868364225649,8.340778548547948e-37
3.6545374596972394e-07,0.041572359999999996,0.00040100491477924964,0.009474896741169367,2.7125905340536162e-18,2.1870685003416404e-12,3.1991687044805906e-12,2.781471992941774e-12,7.504114071500232e-20,1.444635761262143e-19,4.121342034953159e-14,0.054,0.0,0.004870408023773411,0.8752625516251836,6.236630636689689e-12,3.063788466109865e-29,1.3761825074724218e-29,0.06559899507924,8.41323478692879e-37
3.663336482762909e-07,0.041572359999999996,0.00040038349009927944,0.009483001948245693,2.7083849543966677e-18,2.18709652630161e-12,3.2004819144129945e-12,2.7954869918087233e-12,7.572518117222772e-20,1.4486888602664236e-19,4.121485211192646e-14,0.054,0.0,0.004862924241361693,0.8752584990216344,6.25895089950872e-12,3.105035800512204e-29,1.3911249947333562e-29,0.06559961650390465,8.559690535735953e-37
3.6721355058285785e-07,0.041572359999999996,0.00039976399033514167,0.009491082247579734,2.704192392426358e-18,2.1871198807468264e-12,3.2017667707266405e-12,2.80951965056517e-12,7.641324858169548e-20,1.4527340262632084e-19,4.1216106362038367e-14,0.054,0.0,0.004855463441776452,0.8752544588719562,6.281271811824652e-12,3.1466990605300585e-29,1.4061846736528042e-29,0.06560023600365346,8.708222417931589e-37
3.680934528894248e-07,0.041572359999999996,0.0003991464065506776,0.009499137753872944,2.7000127876800057e-18,2.1871385884762346e-12,3.203023417653081e-12,2.8235698180722955e-12,7.710535132584484e-20,1.456769959552019e-19,4.121718403398833e-14,0.054,0.0,0.004848025519252376,0.8752504311187985,6.3035932778270716e-12,3.1887808581422336e-29,1.4213620767874134e-29,0.06560085358742263,8.858852691106785e-37
3.6897335519599177e-07,0.041572359999999996,0.00039853072986498634,0.009507168581123304,2.6958460800906717e-18,2.1871526741592024e-12,3.2042519991975768e-12,2.8376373436333218e-12,7.780149774221742e-20,1.4607943030268943e-19,4.121808605810712e-14,0.054,0.0,0.004840610368672396,0.8752464157051622,6.325915202210806e-12,3.231283808654123e-29,1.4366577369017305e-29,0.06560146926409301,9.011603764872068e-37
3.6985325750255873e-07,0.041572359999999996,0.0003979169514519882,0.009515174842630826,2.691692209951101e-18,2.1871621623369676e-12,3.20545265913363e-12,2.851722076995869e-12,7.850169612365607e-20,1.4648095429238345e-19,4.1218813360971466e-14,0.054,0.0,0.004833217885562579,0.8752424125743972,6.3482374901738195e-12,3.2742105306290566e-29,1.4520721869617628e-29,0.06560208304249074,9.166498201130678e-37
3.707331598091257e-07,0.041572359999999996,0.00039730506254000424,0.009523156651002848,2.687551117930862e-18,2.18716707742401e-12,3.206625540999189e-12,2.86582386835419e-12,7.920595471830424e-20,1.4688145511210356e-19,4.121936686543833e-14,0.054,0.0,0.004825847966087261,0.8752384216702,6.370560047415213e-12,3.317563645821925e-29,1.467605960128636e-29,0.06560269493138746,9.323558714338538e-37
3.724929644222596e-07,0.041572359999999996,0.0003960869184019742,0.009539047355336646,2.6793070327423125e-18,2.187163285357709e-12,3.2088885434644816e-12,2.8940780280807443e-12,8.06266853162117e-20,1.476793793838483e-19,4.121995615219463e-14,0.054,0.0,0.004811175405860978,0.8752304763180108,6.415205595023709e-12,3.405559558456039e-29,1.4990336093662913e-29,0.06560391307549494,9.644269593653876e-37
3.7425276903539353e-07,0.041572359999999996,0.00039487622834981573,0.009554841581327968,2.6711133571331123e-18,2.187141490791068e-12,3.2110421500067887e-12,2.9223986333810014e-12,8.206375462729632e-20,1.4847324370208195e-19,4.121986122806038e-14,0.054,0.0,0.0047965918698913606,0.875222579204993,6.45985110057649e-12,3.4952925819187155e-29,1.5309449535666906e-29,0.06560512376551665,9.973921179108433e-37
3.7601257364852745e-07,0.041572359999999996,0.0003936729241265331,0.009570540205429958,2.6629696294335404e-18,2.1871018846100233e-12,3.213087499979364e-12,2.950784502104277e-12,8.351722702904336e-20,1.4926296377111022e-19,4.121908934523052e-14,0.054,0.0,0.004782096549982263,0.8752147298929196,6.5044958275053936e-12,3.586783798395172e-29,1.5633442644006838e-29,0.06560632706970948,1.0312700703850379e-36
3.7777237826166137e-07,0.041572359999999996,0.0003924769383064056,0.009586144093507434,2.6548753936125813e-18,2.1870446557947506e-12,3.215025728539286e-12,2.9792344594442863e-12,8.498716618662654e-20,1.5004859151200437e-19,4.1217647699345085e-14,0.054,0.0,0.004767688647694584,0.8752069279488586,6.54913904707227e-12,3.6800543347862945e-29,1.596235816060312e-29,0.06560752305549923,1.0660797865503011e-36
3.795321828747953e-07,0.041572359999999996,0.0003912882042823963,0.00960165410099599,2.6468301991871656e-18,2.1869699914571383e-12,3.216857966516319e-12,3.007747337999322e-12,8.647363505443115e-20,1.5083009422834206e-19,4.121554343037434e-14,0.054,0.0,0.004753367374199767,0.8751991729450921,6.5937800383082425e-12,3.775125360608066e-29,1.629623885063504e-29,0.0656087117894929,1.1018404833525313e-36
3.812919874879292e-07,0.041572359999999996,0.0003901066562537464,0.009617071073058736,2.6388336011421836e-18,2.186878076876894e-12,3.2185853402854504e-12,3.0363219778297736e-12,8.7976695877444e-20,1.5160742301382812e-19,4.121278362346194e-14,0.054,0.0,0.004739131950135467,0.8751914644590383,6.6384180879537045e-12,3.8720180858948916e-29,1.6635127500604146e-29,0.06560989333749126,1.1385716256337381e-36
3.830517921010631e-07,0.041572359999999996,0.0003889322292137828,0.009632395844740363,2.630885159844314e-18,2.186769095536221e-12,3.2202089716436447e-12,3.0649572265128834e-12,8.949641019277504e-20,1.5238060083805254e-19,4.1209375309727176e-14,0.054,0.0,0.004724981605463654,0.8751838020731751,6.683052490399165e-12,3.9707537591123394e-29,1.697906691641655e-29,0.06561106776450096,1.1762929268191111e-36
3.8481159671419704e-07,0.041572359999999996,0.0003877648589379636,0.009647629241118283,2.6229844409631745e-18,2.1866432291530015e-12,3.2217299776913358e-12,3.0936519391945863e-12,9.103283883136021e-20,1.5314959928738203e-19,4.120532546702426e-14,0.054,0.0,0.004710915579331468,0.875176185374964,6.727682547627007e-12,4.071353665083682e-29,1.7328099921489336e-29,0.06561223513474654,1.2150243495765868e-36
3.8657140132733096e-07,0.041572359999999996,0.0003866044819721543,0.009662772077450798,2.6151310153892187e-18,2.186500657712579e-12,3.2231494707181522e-12,3.1224049786384942e-12,9.258604191976441e-20,1.5391439040443156e-19,4.1200641020659764e-14,0.054,0.0,0.004696933119934737,0.8751686139567756,6.772307569154144e-12,4.173839122929801e-29,1.7682269354882838e-29,0.06561339551168217,1.2547861064491275e-36
3.883312059404649e-07,0.041572359999999996,0.0003854510356211118,0.009677825159322726,2.6073244591575883e-18,2.1863415594982854e-12,3.2244685580927517e-12,3.1512152152721993e-12,9.415607888206152e-20,1.54674988369486e-19,4.119532884407224e-14,0.054,0.0,0.004683033484383891,0.8751610874158173,6.81692687197541e-12,4.27823148402044e-29,1.8041618069456836e-29,0.06561454895800309,1.2955986604609664e-36
3.900910105535988e-07,0.041572359999999996,0.0003843044579371662,0.009692789282788505,2.5995643533690055e-18,2.1861661111207894e-12,3.2256883421567284e-12,3.1800815272309865e-12,9.574300844175247e-20,1.5543136685039995e-19,4.11893957594781e-14,0.054,0.0,0.004669215938572151,0.8751536053540623,6.86153978050763e-12,4.384552129936575e-29,1.8406188930048597e-29,0.06561569553565696,1.3374827256983485e-36
3.918508151667327e-07,0.041572359999999996,0.000383164687709103,0.009707665234512823,2.5918502841161985e-18,2.1859744875463124e-12,3.2268099201222973e-12,3.209002800398996e-12,9.734688862374896e-20,1.5618350397368745e-19,4.11828485384857e-14,0.054,0.0,0.004655479757046051,0.8751461673781777,6.9061456265343674e-12,4.492822470445285e-29,1.8776024811672198e-29,0.065616835305855,1.380459267864487e-36
3.9361061977986663e-07,0.041572359999999996,0.00038203166445124534,0.009722453791908692,2.5841818424074905e-18,2.1857668621237395e-12,3.2278343839738907e-12,3.2379779284478325e-12,9.896777675647955e-20,1.5693141349538818e-19,4.1175693902678104e-14,0.054,0.0,0.004641824222878253,0.8751387730994578,6.950743749151331e-12,4.6030639414881705e-29,1.9151168597740205e-29,0.06561796832908284,1.4245495048084576e-36
3.9537042439300055e-07,0.041572359999999996,0.0003809053283927341,0.009737155723273081,2.5765586240961436e-18,2.1855434066106832e-12,3.2287628203736633e-12,3.2670058128727004e-12,1.0060572947406609e-19,1.576750715299229e-19,4.116793852416614e-14,0.054,0.0,0.004628248627542651,0.8751314221337534,6.995333494712422e-12,4.715298003183537e-29,1.9531663178308583e-29,0.0656190946651114,1.469774907028204e-36
3.9713022900613447e-07,0.041572359999999996,0.00037978562046699543,0.009751771787920164,2.568980229806243e-18,2.185304291198561e-12,3.2295963105705606e-12,3.2960853630261124e-12,1.0226080271854892e-19,1.5841445732140306e-19,4.115958902611384e-14,0.054,0.0,0.004614752270791639,0.8751241141014077,7.03991421677635e-12,4.829546137842254e-29,1.9917551448344438e-29,0.06562021437300722,1.5161571981479677e-36
3.988900336192684e-07,0.041572359999999996,0.00037867248230139363,0.009766302736312281,2.561446264865076e-18,2.1850496845367447e-12,3.2303359303129805e-12,3.3252154961492683e-12,1.0393305174220746e-19,1.5914958895125686e-19,4.115065198323832e-14,0.054,0.0,0.004601334460535517,0.8751168486271894,7.084485276053811e-12,4.9458298479975795e-29,2.030887630601575e-29,0.06562132751114295,1.563718355370339e-36
4.006498382324023e-07,0.041572359999999996,0.0003775658562070644,0.009780749310188581,2.5539563392308205e-18,2.1847797537558214e-12,3.230982749765075e-12,3.3543951374010998e-12,1.0562253110993934e-19,1.5988044468048249e-19,4.1141133922285765e-14,0.054,0.0,0.004587994512723997,0.875109625340229,7.129046040355179e-12,5.064170654449437e-29,2.0705680651003296e-29,0.06562243413720747,1.6124806099030013e-36
4.0240964284553623e-07,0.041572359999999996,0.0003764656851689281,0.009795112242691454,2.5465100674283235e-18,2.1844946644900043e-12,3.2315378334263723e-12,3.383623219885079e-12,1.0732929470168619e-19,1.606070000514781e-19,4.1131041322484444e-14,0.054,0.0,0.004574731751229774,0.8751024438739555,7.173595884538718e-12,5.184590094323623e-29,2.1108007382834408e-29,0.06562353430821583,1.6624664473602274e-36
4.0416944745867015e-07,0.041572359999999996,0.0003753719128358784,0.009809392258490732,2.5391070684779625e-18,2.1841945808987308e-12,3.2320022400547688e-12,3.4128986846738015e-12,1.0905339571496335e-19,1.6132928188403678e-19,4.112038061597607e-14,0.054,0.0,0.0045615455077341145,0.8750953038660337,7.218134190459279e-12,5.307109719146168e-29,2.1515899399238978e-29,0.06562462808051911,1.7136986081392826e-36
4.0592925207180406e-07,0.041572359999999996,0.0003742844835111399,0.009823590073905784,2.5317469658354495e-18,2.1838796656874916e-12,3.2323770225929516e-12,3.442220480831415e-12,1.1079488666744256e-19,1.6204727210985659e-19,4.1109158188226845e-14,0.054,0.0,0.004548435121614432,0.8750882049583042,7.262660346917426e-12,5.431751092933153e-29,2.1929399594527714e-29,0.06562571550981418,1.766200087771945e-36
4.07689056684938e-07,0.041572359999999996,0.00037320334214279517,0.00983770639702547,2.5244293873207535e-18,2.183550080127942e-12,3.2326632280979076e-12,3.471587565433951e-12,1.1255381939955582e-19,1.6276093495676255e-19,4.109738037841984e-14,0.054,0.0,0.004535399939833778,0.875081146796722,7.30717374960904e-12,5.558535790296184e-29,2.2348550857992127e-29,0.06562679665115285,1.8199941372512776e-36
4.094488612980719e-07,0.041572359999999996,0.0003721284343144742,0.009851741927826053,2.5171539650632018e-18,2.1832059840773e-12,3.232861897673507e-12,3.5009989035875816e-12,1.1433024507721035e-19,1.6347031078623658e-19,4.108505347982954e-14,0.054,0.0,0.00452243931683226,0.8750741290312997,7.3516738010753e-12,5.687485394563887e-29,2.277339607232603e-29,0.06562787155895157,1.8751042633338208e-36
4.112086659112058e-07,0.041572359999999996,0.0003710597062362065,0.009865697358287096,2.509920335428497e-18,2.1828475359970947e-12,3.2329740664063782e-12,3.530453468444876e-12,1.1612421419456225e-19,1.6417539162293154e-19,4.107218374017953e-14,0.054,0.0,0.004509552614420293,0.8750671513160472,7.396159910653088e-12,5.818621495919677e-29,2.3203978112069085e-29,0.06562894028700028,1.9315542288173592e-36
4.1296847052433974e-07,0.041572359999999996,0.00036999710473542953,0.009879573372505335,2.502728138971666e-18,2.1824748929712784e-12,3.2330007633046574e-12,3.5599502412190853e-12,1.1793577657677675e-19,1.6487611635581133e-19,4.1058777361984525e-14,0.054,0.0,0.00449673920167369,0.8750602133089159,7.440631494425751e-12,5.951965689556087e-29,2.3640339842071713e-29,0.06563000288847153,1.9893680527944314e-36
4.1472827513747366e-07,0.041572359999999996,0.00036894057724815217,0.009893370646806685,2.4955770203583234e-18,2.182088210723736e-12,3.2329430112394865e-12,3.5894882111965056e-12,1.1976498138290948e-19,1.6557254218847881e-19,4.1044840502877756e-14,0.054,0.0,0.004483998454830542,0.8750533146717434,7.485087975174262e-12,6.08753957384586e-29,2.4082524115981225e-29,0.06563105941592932,2.0485700108817415e-36
4.164880797506076e-07,0.041572359999999996,0.0003678900718102696,0.009907089849856254,2.4884666283307655e-18,2.181687643635223e-12,3.232801826889704e-12,3.619066375746974e-12,1.2161187710887335e-19,1.6626469034442222e-19,4.103037927592447e-14,0.054,0.0,0.004471329757189831,0.8750464550701966,7.52952878232869e-12,6.22536474853004e-29,2.453057377474982e-29,0.06563210992133778,2.1091846354257085e-36
4.182478843637415e-07,0.041572359999999996,0.00036684553704902626,0.009920731642766568,2.4813966156156125e-18,2.1812733447597603e-12,3.232578220689263e-12,3.648683740332528e-12,1.234765115903276e-19,1.6695244979375604e-19,4.101539974992258e-14,0.054,0.0,0.004458732499011796,0.8750396341737193,7.573953351920017e-12,6.365462812923308e-29,2.4984531645163763e-29,0.06563315445606961,2.1712367156843047e-36
4.200076889768754e-07,0.041572359999999996,0.00036580692217462457,0.009934296679203926,2.4743666389143424e-18,2.180845465840506e-12,3.2322731967769725e-12,3.678339318514281e-12,1.2535893200568969e-19,1.6763588664331691e-19,4.0999907949691165e-14,0.054,0.0,0.004446206077419933,0.8750328516554786,7.618361126532294e-12,6.50785536413676e-29,2.544444053839278e-29,0.06563419307091467,2.234751297985314e-36
4.2176749359000933e-07,0.041572359999999996,0.00036477417697197614,0.009947785605492959,2.4673763587804272e-18,2.180404157325129e-12,3.231887752949357e-12,3.708032131957555e-12,1.2725918487931794e-19,1.6831510013837633e-19,4.0983909856347687e-14,0.054,0.0,0.004433749896304698,0.8750261071923121,7.662751555255075e-12,6.652563995318356e-29,2.5910343248561434e-29,0.065635225816088,2.2997536858613086e-36
4.2352729820314325e-07,0.041572359999999996,0.0003637472517925922,0.009961199060719463,2.460425439659283e-18,2.179949568380716e-12,3.2314228806162967e-12,3.737761210435314e-12,1.2917731608451123e-19,1.6898989509141065e-19,4.09674114075745e-14,0.054,0.0,0.004421363366228784,0.875019400464677,7.707124093636164e-12,6.799610293911191e-29,2.638228255134174e-29,0.0656362527412381,2.366269440161524e-36
4.2528710281627717e-07,0.041572359999999996,0.00036272609754661137,0.009974537676831477,2.453513549697118e-18,2.179481846908224e-12,3.2308795647583624e-12,3.767525591829934e-12,1.311133708465766e-19,1.6966029531339856e-19,4.095041849787567e-14,0.054,0.0,0.0044090459043340125,0.8750127311565988,7.751478203634644e-12,6.949015839929803e-29,2.686030120256472e-29,0.06563727389545487,2.434324379140677e-36
4.270469074294111e-07,0.041572359999999996,0.00036171066569496265,0.00998780207873869,2.4466403608874963e-18,2.1790011395565012e-12,3.2302587838871018e-12,3.797324322133365e-12,1.3306739374627663e-19,1.7032658609802997e-19,4.093293697882436e-14,0.054,0.0,0.004396796934249769,0.8750060989556235,7.795813353574171e-12,7.100802204254696e-29,2.734444193685356e-29,0.06563828932727733,2.5039445785251185e-36
4.28806712042545e-07,0.041572359999999996,0.00036070090824165765,0.01000099288441017,2.439805548724012e-18,2.1785075917359014e-12,3.229561510008625e-12,3.827156455445696e-12,1.3503942872297204e-19,1.7098847519544495e-19,4.09149726593017e-14,0.054,0.0,0.004384615886002971,0.8749995035527657,7.840129018096552e-12,7.2549909469452e-29,2.7834747466279456e-29,0.06563929908470152,2.5751563715565835e-36
4.305665166556789e-07,0.041572359999999996,0.00035969677772621454,0.010014110704970505,2.43300879258928e-18,2.1780013476315087e-12,3.2287887085880287e-12,3.857021053972214e-12,1.3702951907757095e-19,1.716457649034875e-19,4.089653130572759e-14,0.054,0.0,0.004372502195929511,0.8749929446424638,7.884424678115549e-12,7.41160361557086e-29,2.8331260479033877e-29,0.06564030321518788,2.6479863490134003e-36
4.3232632126881284e-07,0.041572359999999996,0.000358698227216207,0.01002715614479432,2.4262497750391703e-18,2.1774825502159826e-12,3.2279413385160416e-12,3.886917188018916e-12,1.3903770747629679e-19,1.7229911563143123e-19,4.08776186422841e-14,0.054,0.0,0.004360455306587195,0.87498642192253,7.928699820770949e-12,7.570661743561511e-29,2.883402363812122e-29,0.06564130176566885,2.7224613592095833e-36
