Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20),NOX2(52),N2X2(77)
2.4078037482727703e-11,0.08314471999999999,2.301937350279933e-06,2.693142109014546e-06,2.0377967478348504e-07,2.140344594672795e-10,7.716896362162709e-10,1.8219963356566998e-14,9.28064064545443e-21,1.694072344488015e-16,-5.935195410786e-30,-5.14819256765425e-32,7.599975672212781e-14,0.054,0.0,0.0,0.05897983379924719,0.8799986533215404,6.99278248144487e-13,-5.3435399089139116e-24,1.503718575757685e-23,0.06599749351126685,-1.9924925749488383e-22,2.051075240392239e-07,1.6846710445161214e-20,-1.9559042710845955e-24
2.4186615747593582e-11,0.08314471999999999,2.302532814905571e-06,2.705284613662313e-06,2.0468950812063142e-07,2.161662282810743e-10,7.820557514036975e-10,1.8554320094976608e-14,9.542715713773849e-21,1.7294271396376016e-16,-3.643155956781353e-29,1.5387066601402918e-32,7.722648046785954e-14,0.054,0.0,0.0,0.05897981921053995,0.8799986472492148,7.128722332574785e-13,-5.425559631145162e-24,1.5531501785320705e-23,0.06599749199560245,-1.9882371780684931e-22,2.0603592920665694e-07,1.7298957041750534e-20,-1.873892918442753e-24
2.429519401245946e-11,0.08314471999999999,2.303116765978518e-06,2.7174271014218232e-06,2.0559921487468386e-07,2.1830858424070747e-10,7.925139864407968e-10,1.8893313226986722e-14,9.810961341113885e-21,1.7653482270955523e-16,1.537012470170425e-29,-5.2824967874175895e-31,7.846674450939634e-14,0.054,0.0,0.0,0.05897980463334036,0.8799986411768922,7.266643293905576e-13,-5.504141119302038e-24,1.6039730533433176e-23,0.06599749049148605,-1.9864841305540784e-22,2.0696438103426937e-07,1.7761281198047967e-20,-1.7953150053008833e-24
2.440377227732534e-11,0.08314471999999999,2.3036894259032456e-06,2.7295695722983485e-06,2.065087944827659e-07,2.2046152476543578e-10,8.030647422972198e-10,1.923698662558918e-14,1.0085494122885633e-20,1.8018418923840426e-16,1.8073378917356385e-30,6.510225837696994e-31,7.972062899556701e-14,0.054,0.0,0.0,0.05897979006742594,0.8799986351045728,7.406564592569597e-13,-5.5794274864767665e-24,1.6562198367844308e-23,0.06599748899869542,-1.98756805942385e-22,2.0789287975983197e-07,1.8233862176171148e-20,-1.720026277206465e-24
2.4512350542191217e-11,0.08314471999999999,2.3042510127881077e-06,2.741712026297075e-06,2.074182463823184e-07,2.2262504726114943e-10,8.137084198279267e-10,1.9585384391137056e-14,1.0366432321508276e-20,1.8389144587798834e-16,-4.8187151678592924e-29,-6.130615775196525e-31,8.098821414031571e-14,0.054,0.0,0.0,0.05897977551257847,0.8799986290322562,7.548505548284912e-13,-5.6515560760475805e-24,1.709923779448986e-23,0.0659974875170126,-1.9891220868181694e-22,2.0882142562119887e-07,1.871688163538706e-20,-1.6478946904850726e-24
2.4620928807057096e-11,0.08314471999999999,2.3048017405283253e-06,2.7538544634231015e-06,2.083275700110968e-07,2.2479914912045286e-10,8.24445419772699e-10,1.9938550851611137e-14,1.0653895882639169e-20,1.8765722873264886e-16,1.745837022001278e-29,8.731775749257766e-31,8.226958022227159e-14,0.054,0.0,0.0,0.058979760968584,0.8799986229599427,7.692485573339295e-13,-5.720659336481307e-24,1.7651187546608623e-23,0.06599748604622387,-1.9895247757147043e-22,2.0975001885630356e-07,1.9210523653837732e-20,-1.5787904502289208e-24
2.4729507071922974e-11,0.08314471999999999,2.3053418188873717e-06,2.7659968836814466e-06,2.0923676480716814e-07,2.2698382772274272e-10,8.352761427556505e-10,2.0296530562886214e-14,1.0948006451536131e-20,1.914821776845445e-16,1.4106508024528157e-29,-1.3694887130996488e-30,8.356480758431326e-14,0.054,0.0,0.0,0.05897974643523268,0.8799986168876324,7.83852417257416e-13,-5.7868646534416e-24,1.821839267287409e-23,0.06599748458611963,-1.988982586709842e-22,2.1067865970315544e-07,1.9714974750363258e-20,-1.5125864959189078e-24
2.4838085336788853e-11,0.08314471999999999,2.305871453576786e-06,2.778139287077044e-06,2.101458302089087e-07,2.2917908043428287e-10,8.462009892847388e-10,2.065936830899701e-14,1.1248887389535566e-20,1.953669363947683e-16,-6.283950462649503e-29,2.0057985485430224e-30,8.487397663312749e-14,0.054,0.0,0.0,0.058979731912318714,0.8799986108153249,7.986640943368389e-13,-5.8502938404146026e-24,1.8801204626373006e-23,0.06599748313649431,-1.9884458923735263e-22,2.1160734839983562e-07,2.02304239064298e-20,-1.4491580356058456e-24
2.494666360165473e-11,0.08314471999999999,2.30639084633444e-06,2.7902816736147495e-06,2.1105476565500116e-07,2.3138490460827633e-10,8.572203597512766e-10,2.102710910240389e-14,1.1556663790612255e-20,1.9931215230442515e-16,1.681970858517017e-29,-3.0352220150556285e-30,8.619716783876273e-14,0.054,0.0,0.0,0.058979717399640294,0.8799986047430205,8.136855575622039e-13,-5.911063255217511e-24,1.9399981354442516e-23,0.06599748169714637,-1.9883934821603062e-22,2.1253608518449358e-07,2.0757062588168712e-20,-1.3883892324269507e-24
2.505524186652061e-11,0.08314471999999999,2.3069001950012988e-06,2.802424043299338e-06,2.1196357058443207e-07,2.336012975849352e-10,8.683346544294438e-10,2.1399798184258092e-14,1.1871462498008502e-20,2.0331847663567091e-16,3.2639633198829603e-29,4.8633591716970004e-30,8.753446173417714e-14,0.054,0.0,0.0,0.05897970289699952,0.8799985986707193,8.289187851739977e-13,-5.9692841862084475e-24,2.0015087389369983e-23,0.06599748026787809,-1.9886330512972737e-22,2.1346487029534354e-07,2.129508476852618e-20,-1.330166986878128e-24
2.5163820131386488e-11,0.08314471999999999,2.3073996935966934e-06,2.814566396135511e-06,2.1287224443648948e-07,2.358282566915471e-10,8.795442734757999e-10,2.1777481024666758e-14,1.2193412120942839e-20,2.0738656439271257e-16,-8.022990265572542e-29,-8.019627637796017e-30,8.88859389147817e-14,0.054,0.0,0.0,0.05897968840420224,0.879998592598421,8.443657646615378e-13,-6.025063461093035e-24,2.0646893939955964e-23,0.06599747884849563,-1.9888053129040039e-22,2.1439370397066107e-07,2.184468694952001e-20,-1.2743886619878404e-24
2.5272398396252366e-11,0.08314471999999999,2.3078895323921433e-06,2.826708732127891e-06,2.1378078665076048e-07,2.3806577924254e-10,8.908496169287957e-10,2.2160203322957507e-14,1.2522643051410941e-20,2.1151707436277087e-16,1.1209336622394966e-29,1.3554758790467775e-29,9.025168003797787e-14,0.054,0.0,0.0,0.05897967392105814,0.8799985865261256,8.60028492761315e-13,-6.078503458221877e-24,2.1295778983942412e-23,0.0659974774388089,-1.98879132212302e-22,2.1532258644877921e-07,2.2406068184601653e-20,-1.2209465365859068e-24
2.5380976661118245e-11,0.08314471999999999,2.308369897983755e-06,2.8388510512810257e-06,2.1468919666712883e-07,2.4031386253954354e-10,9.022510847082864e-10,2.2548011007942827e-14,1.2859287481081384e-20,2.1571066911700512e-16,5.945341850533118e-29,-2.3582955704929683e-29,9.163176582269058e-14,0.054,0.0,0.0,0.05897965944738053,0.8799985804538335,8.759089754553233e-13,-6.129702494390685e-24,2.1962127361311365e-23,0.06599747603863143,-1.9886940911591736e-22,2.1625151796808557e-07,2.297943010112449e-20,-1.1697513860947167e-24
2.5489554925984123e-11,0.08314471999999999,2.3088409733632104e-06,2.8509933535993946e-06,2.1559747392577254e-07,2.4257250387144964e-10,9.137490766150437e-10,2.294095023818402e-14,1.320347941828056e-20,2.1996801501140048e-16,-9.979654120449996e-29,4.216532198048542e-29,9.302627704889601e-14,0.054,0.0,0.0,0.058979644982986364,0.8799985743815443,8.920092279693798e-13,-6.178754355304666e-24,2.2646330868460215e-23,0.0659974746477804,-1.9886413094438758e-22,2.1718049876701859e-07,2.3564976922920002e-20,-1.1206931225918578e-24
2.5598133190850002e-11,0.08314471999999999,2.309302937987405e-06,2.8631356390874015e-06,2.1650561786716177e-07,2.448417005144694e-10,9.25343992330269e-10,2.3339067402254888e-14,1.3555354705063282e-20,2.242897821876196e-16,-2.1781637178503588e-30,-7.730131670520951e-29,9.443529455714465e-14,0.054,0.0,0.0,0.05897963052769606,0.879998568309258,9.083312747714337e-13,-6.2257494301161455e-24,2.334878835325888e-23,0.06599747326607652,-1.988658542617935e-22,2.1810952908406444e-07,2.4162915492982412e-20,-1.0737097476181335e-24
2.570671145571588e-11,0.08314471999999999,2.309755967846714e-06,2.8752779077493826e-06,2.1741362793205657e-07,2.4712144973218846e-10,9.370362314151072e-10,2.374240911900512e-14,1.3915051034369137e-20,2.2867664457381677e-16,9.619378684250968e-29,1.451811275661729e-28,9.585889924807966e-14,0.054,0.0,0.0,0.058979616081333584,0.8799985622369748,9.248771495698646e-13,-6.270773251088506e-24,2.4069905810992627e-23,0.06599747189334393,-1.988699059982704e-22,2.1903860915775403e-07,2.477345529626141e-20,-1.0286640527296497e-24
2.581528972058176e-11,0.08314471999999999,2.310200235531966e-06,2.8874201595896053e-06,2.183215035615047e-07,2.4941174877562117e-10,9.48826193310158e-10,2.415102223782324e-14,1.4282707967267174e-20,2.3312927988541685e-16,-1.188994144158901e-28,-2.791031259260748e-28,9.729717208195036e-14,0.054,0.0,0.0,0.05897960164372625,0.8799985561646946,9.416488953117702e-13,-6.313909760712199e-24,2.4810096481194453e-23,0.06599747052941025,-1.9887060513656222e-22,2.1996773922665927e-07,2.539680848256258e-20,-9.855689493743628e-25
2.5923867985447637e-11,0.08314471999999999,2.310635910300105e-06,2.8995623946122675e-06,2.1922924419683957e-07,2.517125948832608e-10,9.607142773349917e-10,2.4564953838899333e-14,1.465846695028885e-20,2.376483696258587e-16,-2.950649578800457e-29,5.487021794422731e-28,9.875019407812154e-14,0.054,0.0,0.0,0.058979587214704705,0.8799985500924176,9.586485641812425e-13,-6.355235678875872e-24,2.5569780945371349e-23,0.06599746917410634,-1.9887056629537693e-22,2.208969195293905e-07,2.6033189889555343e-20,-9.441623595774777e-25
2.6032446250313516e-11,0.08314471999999999,2.311063158138588e-06,2.911704612821506e-06,2.2013684927967833e-07,2.5402398528113045e-10,9.727008826876626e-10,2.4984251233487407e-14,1.5042471332852542e-20,2.4223459908730317e-16,1.4871510645242288e-28,-1.1022054800665213e-27,1.0021804631457786e-13,0.054,0.0,0.0,0.058979572794102916,0.8799985440201434,9.758782175976318e-13,-6.394831729549954e-24,2.6349387225629252e-23,0.06599746782726637,-1.9886759775065266e-22,2.2182615030459313e-07,2.6682817065889065e-20,-9.0472701164217e-25
2.6141024515179394e-11,0.08314471999999999,2.3114821418285474e-06,2.9238468142213865e-06,2.2104431825191958e-07,2.5634591718282975e-10,9.847864084442213e-10,2.5408961964167413e-14,1.543486638477219e-20,2.4688865735130687e-16,-1.418208831809095e-28,2.2605789699349022e-27,1.0170080992742433e-13,0.054,0.0,0.0,0.058979558381757995,0.8799985379478723,9.933399262138028e-13,-6.4327608738203946e-24,2.714935088420127e-23,0.06599746648872779,-1.988707050898486e-22,2.2275543179094485e-07,2.73459102944174e-20,-8.664708396117893e-25
2.6249602780045273e-11,0.08314471999999999,2.3118930210067215e-06,2.9359889988159193e-06,2.2195165055574168e-07,2.586783877895815e-10,9.969712535582302e-10,2.5839133805106948e-14,1.5835799313861648e-20,2.516112372894608e-16,-6.133456045523894e-29,-4.730490011694848e-27,1.0319856611038212e-13,0.054,0.0,0.0,0.05897954397751023,0.8799985318756042,1.0110357699143753e-12,-6.469112635243719e-24,2.797011512388403e-23,0.06599746515833102,-1.9886361313627738e-22,2.2368476422715237e-07,2.802269261553123e-20,-8.307986681125964e-25
2.635818104491115e-11,0.08314471999999999,2.3122959522261955e-06,2.94813116660904e-06,2.2285884563360073e-07,2.6102139429027604e-10,1.0092558168602777e-09,2.627481476232262e-14,1.624541928361222e-20,2.564030355639958e-16,1.8712601151835655e-28,1.009348804161389e-26,1.0471139611428039e-13,0.054,0.0,0.0,0.05897952958120299,0.879998525803339,1.0289678378139572e-12,-6.5039120879363896e-24,2.881213088938593e-23,0.06599746383591973,-1.988805797899029e-22,2.2461414785194874e-07,2.8713389850599886e-20,-7.945581158321147e-25
2.646675930977703e-11,0.08314471999999999,2.312691089015966e-06,2.960273317604651e-06,2.2376590292822882e-07,2.633749338615138e-10,1.0216404970574931e-09,2.67160530739411e-14,1.6663877430992063e-20,2.6126475262835473e-16,-9.56575883374626e-29,-2.1946498539391558e-26,1.0623938124654405e-13,0.054,0.0,0.0,0.05897951519268267,0.8799985197310769,1.0471382282553623e-12,-6.537312054111155e-24,2.9675856969592647e-23,0.0659974625213405,-1.9884516539832435e-22,2.2554358290409067e-07,2.9418230625521224e-20,-7.6427396573090215e-25
2.6575337574642908e-11,0.08314471999999999,2.3130785819393587e-06,2.972415451806532e-06,2.2467282188263216e-07,2.6573900366764697e-10,1.0341256927330602e-09,2.7162897210459826e-14,1.7091326884263293e-20,2.6619709272773024e-16,-2.5244738891130474e-28,4.859996772138683e-26,1.0778260287067741e-13,0.054,0.0,0.0,0.058979500811798605,0.8799985136588178,1.0655490488078206e-12,-6.569180124962811e-24,3.056176010075282e-23,0.06599746121444298,-1.989222054736265e-22,2.264730696223552e-07,3.0137446394379535e-20,-7.25540889005067e-25
