Time (s),Volume (m^3),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2OX(12),HX(9),NH2_X(20),NH_X(21)
9.493847618146428e-07,0.066515776,0.938,2.9581118935577335e-11,0.0017010386462180849,1.966882753147418e-09,6.159131689910027e-09,2.812320397698181e-07,0.0,0.0,0.03765587323395011,0.009147437785542785,0.0500033359994195,3.025074704277206e-07,3.686443483689001e-14,0.0019949942392056942,0.0,7.4359452723329e-07,8.495811317302323e-08,1.805763812152199e-06,2.311753500784275e-06
9.505716194862392e-07,0.066515776,0.938,2.9704676000380486e-11,0.0017029810950562813,1.9697675197633445e-09,6.162353903716921e-09,2.8121801031066903e-07,0.0,0.0,0.03765392629853908,0.009146462328777229,0.050003344499060694,3.039545016457034e-07,3.702138571053114e-14,0.0019949867666208742,0.0,7.435562330276526e-07,8.49012357744677e-08,1.8067650728432634e-06,2.315341783455507e-06
9.517584771578356e-07,0.066515776,0.938,2.9828549450039126e-11,0.0017049231261489482,1.9726489268540785e-09,6.165573591471432e-09,2.8120398293789856e-07,0.0,0.0,0.03765197978589272,0.009145487076873324,0.05000335300671788,3.054057750165434e-07,3.717875309660623e-14,0.0019949792906888454,0.0,7.435179472715084e-07,8.484447039167809e-08,1.8077653466796164e-06,2.3189259168416826e-06
9.52945334829432e-07,0.066515776,0.938,2.995273942174432e-11,0.001706864739638328,1.9755269700406465e-09,6.168790760455625e-09,2.811899576486326e-07,0.0,0.0,0.037650033695874,0.00914451202976062,0.050003361522389704,3.0686129179206406e-07,3.733653723535492e-14,0.0019949718114119575,0.0,7.43479669962172e-07,8.478781670128747e-08,1.8087646344622612e-06,2.322505895294288e-06
9.541321925010282e-07,0.066515776,0.938,3.00772460515226e-11,0.0017088059356665777,1.978401645026546e-09,6.1720054179253544e-09,2.811759344399983e-07,0.0,0.0,0.037648088028345794,0.009143537187368688,0.05000337004607486,3.0832105319598866e-07,3.749473836553795e-14,0.0019949643287925155,0.0,7.434414010969571e-07,8.47312743812001e-08,1.8097629369905907e-06,2.326081713268673e-06
9.56505907844221e-07,0.066515776,0.938,3.0327209823609174e-11,0.001712687075907891,1.9841408736205167e-09,6.1784272272139134e-09,2.8114789425313954e-07,0.0,0.0,0.03764419796021256,0.009141588116465633,0.05000338711747997,3.112533146441011e-07,3.781239254788748e-14,0.00199494935353496,0.0,7.433648886881436e-07,8.461852256986033e-08,1.8117565894741599e-06,2.3332208461210054e-06
9.588796231874138e-07,0.066515776,0.938,3.057844183139436e-11,0.001716566548008445,1.989866579900217e-09,6.184839076859569e-09,2.8111986235436623e-07,0.0,0.0,0.03764030958039594,0.009139639863601468,0.05000340422092302,3.1420256859284476e-07,3.813171752436666e-14,0.001994934364933701,0.0,7.432884100235703e-07,8.450621240600577e-08,1.8137463104954524e-06,2.340343273102987e-06
9.612533385306066e-07,0.066515776,0.938,3.083094312163544e-11,0.0017204443531024423,1.9955787324274812e-09,6.1912410239644254e-09,2.810918387207459e-07,0.0,0.0,0.037636422887798615,0.009137692428214017,0.05000342135639409,3.1716882383165527e-07,3.8452715152369916e-14,0.0019949193630055292,0.0,7.432119650817361e-07,8.439434135779603e-08,1.8157321063974887e-06,2.3474489535540855e-06
9.636270538737994e-07,0.066515776,0.938,3.1084714722899825e-11,0.0017243204923227296,2.0012773010514044e-09,6.197633125209172e-09,2.810638233293725e-07,0.0,0.0,0.03763253788132297,0.009135745809741658,0.05000343852388356,3.2015208871102325e-07,3.877538726614843e-14,0.001994904347766512,0.0,7.431355538411367e-07,8.428290691294031e-08,1.8177139835029656e-06,2.3545378484354268e-06
9.660007692169921e-07,0.066515776,0.938,3.133975764571369e-11,0.0017281949668008032,2.006962256897585e-09,6.204015436852312e-09,2.8103581615737136e-07,0.0,0.0,0.037628654559871154,0.009133800007623285,0.05000345572338211,3.231523711461074e-07,3.909973567698512e-14,0.0019948893192319973,0.0,7.430591762802653e-07,8.417190657844172e-08,1.819691948116003e-06,2.3616099203161766e-06
9.68374484560185e-07,0.066515776,0.938,3.159607288271127e-11,0.0017320677776668121,2.0126335723571846e-09,6.2103880147294764e-09,2.8100781718190125e-07,0.0,0.0,0.03762477292234507,0.009131855021298338,0.050003472954880675,3.2616967862037404e-07,3.9425762173370184e-14,0.0019948742774166164,0.0,7.429828323776107e-07,8.406133788034585e-08,1.8216660065238452e-06,2.368665133359825e-06
9.731219152465705e-07,0.066515776,0.938,3.211252418123319e-11,0.0017398084130765049,2.023935177943386e-09,6.223104190410525e-09,2.8095184372937287e-07,0.0,0.0,0.03761701469467641,0.009127967493789113,0.05000350751384306,3.32255396483955e-07,4.008285646384397e-14,0.0019948441539982347,0.0,7.428302454608944e-07,8.384148559129046e-08,1.8256024297982925e-06,2.3827248474781354e-06
9.77869345932956e-07,0.066515776,0.938,3.26340762073935e-11,0.0017475424075661448,2.035181921834098e-09,6.235782090457746e-09,2.808959027898354e-07,0.0,0.0,0.037609263189527495,0.009124083222740085,0.05000354220070392,3.384092936756656e-07,4.074668399636044e-14,0.001994813977614302,0.0,7.426777929188436e-07,8.362333062575497e-08,1.8295233033484577e-06,2.396716735457101e-06
9.826167766193416e-07,0.066515776,0.938,3.3160736273458695e-11,0.0017552697701286903,2.0463736275965764e-09,6.2484221462788e-09,2.808399941820577e-07,0.0,0.0,0.03760151839810545,0.009120202203685843,0.0500035770154008,3.446314148995392e-07,4.141725827638763e-14,0.0019947837483566245,0.0,7.425254745792683e-07,8.340685385313089e-08,1.8334286770280707e-06,2.4106405665786614e-06
9.873642073057272e-07,0.066515776,0.938,3.369251141986884e-11,0.0017629905097358185,2.0575101379808497e-09,6.26102478247582e-09,2.807841177256205e-07,0.0,0.0,0.037593780311614346,0.00911632443216946,0.05000361195787565,3.5092179831054185e-07,4.209459246180929e-14,0.0019947534663060495,0.0,7.42373290269939e-07,8.319203642500382e-08,1.8373186005693752e-06,2.424496134284694e-06
9.921116379921127e-07,0.066515776,0.938,3.422940842008763e-11,0.0017707046353380308,2.0685913145555583e-09,6.273590416842806e-09,2.807282732410004e-07,0.0,0.0,0.03758604892125552,0.009112449903742454,0.05000364702807469,3.5728047563668275e-07,4.277869936869586e-14,0.0019947231315326328,0.0,7.422212398185883e-07,8.297885976822542e-08,1.841193123627484e-06,2.4382832557168134e-06
9.968590686784983e-07,0.066515776,0.938,3.477143378546207e-11,0.0017784121558647545,2.0796170373403488e-09,6.286119460368158e-09,2.806724605496519e-07,0.0,0.0,0.037578324218227925,0.00910857861396478,0.05000368222594831,3.6370747230221485e-07,4.346959147710096e-14,0.001994692744095824,0.0,7.420693230529144e-07,8.276730557823738e-08,1.8450522958223123e-06,2.452001771252095e-06
9.999999999999997e-07,0.066515776,0.938,3.513286326974788e-11,0.0017835078758323907,2.086881196517651e-09,6.294388842537982e-09,2.806355518955441e-07,0.0,0.0,0.03757321717547024,0.009106019121233062,0.05000370558324857,3.679971778858812e-07,4.393042575921604e-14,0.0019946726106451662,0.0,7.419688873212975e-07,8.26282229405509e-08,1.847597135859766e-06,2.4610402533098214e-06
1.0016064993648838e-06,0.066515776,0.938,3.531859377008868e-11,0.0017861130802244503,2.0905872044352873e-09,6.2986123172413485e-09,2.806166794740881e-07,0.0,0.0,0.037570606193728394,0.009104710558404824,0.05000371755145107,3.7020280755179907e-07,4.416728093687923e-14,0.001994662304044637,0.0,7.419175398005859e-07,8.255735581265898e-08,1.848896166778132e-06,2.4656515440351895e-06
1.0063539300512694e-06,0.066515776,0.938,3.587089437568332e-11,0.0017938074173047187,2.1015017316473946e-09,6.311069384865169e-09,2.8056092983795757e-07,0.0,0.0,0.03756289483895204,0.00910084573263937,0.05000375300454154,3.767664945755492e-07,4.487177957352261e-14,0.001994631811417839,0.0,7.417658898892453e-07,8.234899268511475e-08,1.8527247861607188e-06,2.4792324595071563e-06
1.011101360737655e-06,0.066515776,0.938,3.642834135645124e-11,0.0018014951759724128,2.1123605521148933e-09,6.323491053871927e-09,2.805052114661175e-07,0.0,0.0,0.037555190145092586,0.009096984132253598,0.05000378858518231,3.833985406348419e-07,4.5583098894010344e-14,0.0019946012662441378,0.0,7.416143731465136e-07,8.214219865930326e-08,1.85653820371213e-06,2.4927444249314636e-06
1.0158487914240405e-06,0.066515776,0.938,3.699094022395346e-11,0.0018091763650737475,2.1231636159294603e-09,6.335877708144847e-09,2.8044952418470355e-07,0.0,0.0,0.03754749210334262,0.009093125752841052,0.05000382429333984,3.9009894718873813e-07,4.630125009266739e-14,0.001994570668542373,0.0,7.414629893999925e-07,8.193695644329002e-08,1.8603364692832028e-06,2.506187368917732e-06
1.020596222110426e-06,0.066515776,0.938,3.755869625196617e-11,0.0018168509934344149,2.1339108897570953e-09,6.348229724843162e-09,2.803938678211969e-07,0.0,0.0,0.037539800704894044,0.009089270590003638,0.050003860128984445,3.968677100208716e-07,4.702624405702636e-14,0.0019945400183217104,0.0,7.413117384772727e-07,8.173324898402006e-08,1.8641196328638674e-06,2.5195612409437743e-06
1.0253436527968116e-06,0.066515776,0.938,3.81316144813294e-11,0.0018245190698596987,2.1446023564577462e-09,6.360547474431771e-09,2.803382422044892e-07,0.0,0.0,0.037532115940938346,0.009085418639351594,0.05000389609209012,4.037048193666858e-07,4.775809137368901e-14,0.001994509315581839,0.0,7.411606202059338e-07,8.153105946203525e-08,1.8678877446113225e-06,2.532866010876391e-06
1.0300910834831972e-06,0.066515776,0.938,3.870969972478247e-11,0.0018321806031345892,2.155238014704323e-09,6.3728313207145425e-09,2.802826471649433e-07,0.0,0.0,0.037524437802666996,0.009081569896503485,0.05000393218263456,4.1061026004090554e-07,4.849680233418334e-14,0.0019944785603131683,0.0,7.410096344135526e-07,8.133037128639356e-08,1.871640854876115e-06,2.5461016684913445e-06
1.0348385141695827e-06,0.066515776,0.938,3.929295657178303e-11,0.0018398356020239027,2.1658178786011155e-09,6.385081620871896e-09,2.802270825344504e-07,0.0,0.0,0.03751676628127173,0.009077724357086177,0.05000396840059904,4.175840115651303e-07,4.9242386940812283e-14,0.001994447752497033,0.0,7.408587809277056e-07,8.113116808977857e-08,1.8753790142261891e-06,2.559268222992952e-06
1.0395859448559683e-06,0.066515776,0.938,3.988138939330651e-11,0.0018474840752723983,2.176341977302412e-09,6.397298725501704e-09,2.801715481464858e-07,0.0,0.0,0.03750910136794493,0.009073882016734829,0.050004004745968306,4.246260482954318e-07,4.999485491248975e-14,0.0019944168921058924,0.0,7.407080595759751e-07,8.093343372379379e-08,1.8791022734689677e-06,2.572365702533735e-06
1.0443333755423539e-06,0.066515776,0.938,4.047500234662338e-11,0.0018551260316048972,2.1868103546310595e-09,6.409482978664105e-09,2.8011604383616016e-07,0.0,0.0,0.037501443053879945,0.009070042871092867,0.050004041218730505,4.317363395498427e-07,5.075421569056034e-14,0.001994385979103541,0.0,7.405574701859517e-07,8.07371522544313e-08,1.8828106836715278e-06,2.5853941537345738e-06
1.0490808062287394e-06,0.066515776,0.938,4.107379938005129e-11,0.001862761479726406,2.1972230686981606e-09,6.4216347179294e-09,2.800605694402691e-07,0.0,0.0,0.0374937913302715,0.009066206915811975,0.05000407781887707,4.3891484973563e-07,5.152047844459892e-14,0.0019943550134453093,0.0,7.404070125852422e-07,8.054230795770962e-08,1.8865042961789393e-06,2.5983536412057403e-06
1.053828236915125e-06,0.066515776,0.938,4.167778423767954e-11,0.0018703904283222314,2.2075801915229307e-09,6.433754274429497e-09,2.8000512479733903e-07,0.0,0.0,0.03748614618831597,0.009062374146552067,0.05000411454640274,4.4616153847625337e-07,5.229365207818686e-14,0.001994323995078275,0.0,7.402566866014736e-07,8.034888531547158e-08,1.8901831626308113e-06,2.6112442470692256e-06
1.0585756676015105e-06,0.066515776,0.938,4.228696046406343e-11,0.0018780128860581098,2.217881808654979e-09,6.445841972912164e-09,2.7994970974766954e-07,0.0,0.0,0.03747850761921173,0.009058544558981281,0.0500041514013053,4.534763607379081e-07,5.3073745234661023e-14,0.0019942929239414684,0.0,7.401064920622957e-07,8.015686901133743e-08,1.8938473349761163e-06,2.6240660704827067e-06
1.0633230982878961e-06,0.066515776,0.938,4.290133140888593e-11,0.0018856288615803208,2.2281280187962447e-09,6.457898131798568e-09,2.798943241333743e-07,0.0,0.0,0.03747087561415956,0.009054718148775965,0.05000418838358568,4.608592669555581e-07,5.386076630283274e-14,0.001994261799966087,0.0,7.399564287953912e-07,7.996624392680481e-08,1.8974968654863506e-06,2.636819227165545e-06
1.0680705289742817e-06,0.066515776,0.938,4.352090023158445e-11,0.0018932383635158164,2.2383189334277957e-09,6.4699230632432754e-09,2.798389677984186e-07,0.0,0.0,0.03746325016436288,0.009050894911620642,0.0500042254932477,4.683102031583629e-07,5.465472342267307e-14,0.001994230623075696,0.0,7.398064966284748e-07,7.977699513749028e-08,1.901131806767087e-06,2.649503848927147e-06
1.0728179596606672e-06,0.066515776,0.938,4.414566990594052e-11,0.0019008414004723397,2.2484546764336453e-09,6.481917073197228e-09,2.7978364058865386e-07,0.0,0.0,0.03745563126102825,0.00904707484320801,0.050004262730298094,4.758291110944174e-07,5.545562449096174e-14,0.001994199393186448,0.0,7.396566953893046e-07,7.958910790950555e-08,1.9047522117679865e-06,2.6621200831980316e-06
1.0775653903470528e-06,0.066515776,0.938,4.477564322462999e-11,0.0019084379810385488,2.2585353837355324e-09,6.4938804614729645e-09,2.797283423518492e-07,0.0,0.0,0.03744801889536551,0.00904325793923892,0.050004300094746386,4.834159283547097e-07,5.6263477166896604e-14,0.001994168110207287,0.0,7.395070249056818e-07,7.94025676959623e-08,1.90835813379132e-06,2.6746680925639167e-06
1.0823128210334383e-06,0.066515776,0.938,4.5410822803732256e-11,0.0019160281137841403,2.268561202915264e-09,6.5058135218123886e-09,2.796730729377213e-07,0.0,0.0,0.03744041305858829,0.009039444195422353,0.050004337586604775,4.910705884962303e-07,5.707828887766084e-14,0.0019941367740401576,0.0,7.393574850054593e-07,7.921736013360136e-08,1.911949626499065e-06,2.6871480543031405e-06
1.087060251719824e-06,0.066515776,0.938,4.605121108719598e-11,0.0019236118072599702,2.2785322928667057e-09,6.5177165419567065e-09,2.796178321979607e-07,0.0,0.0,0.03743281374191425,0.009035633607475408,0.05000437520588809,4.987930211641334e-07,5.790006682394542e-14,0.001994105384580217,0.0,7.392080755165459e-07,7.903347103953843e-08,1.915526743918624e-06,2.699560159927696e-06
1.0918076824062095e-06,0.066515776,0.938,4.6696810351260235e-11,0.0019311890699981787,2.288448823401909e-09,6.529589803718357e-09,2.7956261998625607e-07,0.0,0.0,0.037425220936565404,0.009031826171123292,0.05000441295261367,5.065831522129128e-07,5.872881798542394e-14,0.001994073941716044,0.0,7.390587962669117e-07,7.885088640812375e-08,1.919089540447241e-06,2.7119046147281725e-06
1.0953971274170909e-06,0.066515776,0.938,4.718839678962762e-11,0.0019369138349834823,2.29591041898932e-09,6.538547371330548e-09,2.7952089389949644e-07,0.0,0.0,0.037419484473439964,0.009028949528185226,0.05000444157683566,5.125180226275624e-07,5.936005493846347e-14,0.0019940501328197416,0.0,7.389460153294555e-07,7.871369507918123e-08,1.921773831536486e-06,2.721193251385177e-06
1.0989865724279723e-06,0.066515776,0.938,4.768296419780298e-11,0.001942634932317166,2.3033410099741086e-09,6.5474882022334074e-09,2.7947918397694807e-07,0.0,0.0,0.037413751723769234,0.009026074682605568,0.05000447027393192,5.184915140585553e-07,5.999528491005815e-14,0.0019940262932739337,0.0,7.388333086719017e-07,7.857723563508432e-08,1.92444999107126e-06,2.730443438926066e-06
1.1025760174388537e-06,0.066515776,0.938,4.818051337758011e-11,0.0019483523656659422,2.3107406814768875e-09,6.556412411635626e-09,2.794374901576891e-07,0.0,0.0,0.03740802268376488,0.009023201632545849,0.050004499043912624,5.245035903872903e-07,6.063451067637966e-14,0.0019940024230233914,0.0,7.387206762199748e-07,7.844150221798187e-08,1.927118042989452e-06,2.739655280851377e-06
1.106165462449735e-06,0.066515776,0.938,4.8681045080894764e-11,0.001954066138690547,2.318109521793894e-09,6.565320112896088e-09,2.7939581238147153e-07,0.0,0.0,0.03740229734964032,0.009020330376170225,0.050004527886788726,5.305542143925081e-07,6.127773494752119e-14,0.0019939785220109774,0.0,7.386081178994283e-07,7.830648902459119e-08,1.929778011351709e-06,2.748828884653485e-06
1.1097549074606165e-06,0.066515776,0.938,4.918456001087001e-11,0.0019597762550457682,2.3254476223020455e-09,6.574211417541928e-09,2.7935415058872553e-07,0.0,0.0,0.0373965757176109,0.009017460911645478,0.05000455680257179,5.366433477790875e-07,6.192496036879981e-14,0.0019939545901776897,0.0,7.384956336360434e-07,7.817219030555577e-08,1.9324299203414424e-06,2.757964361708575e-06
1.1133443524714979e-06,0.066515776,0.938,4.9691058822837205e-11,0.0019654827183804807,2.332755077373902e-09,6.583086435290853e-09,2.7931250472056225e-07,0.0,0.0,0.03739085778389392,0.009014593237140999,0.05000458579127415,5.42770951206263e-07,6.257618952203054e-14,0.0019939306274627125,0.0,7.383832233556235e-07,7.80386003647914e-08,1.9350737942642657e-06,2.767061827170832e-06
1.1169337974823793e-06,0.066515776,0.938,5.020054212536152e-11,0.0019711855323376695,2.34003198429505e-09,6.591945274071101e-09,2.792708747187761e-07,0.0,0.0,0.037385143544708704,0.00901172735082881,0.05000461485290874,5.489369843159165e-07,6.32314249268071e-14,0.0019939066338034717,0.0,7.382708869840064e-07,7.790571355879527e-08,1.9377096575475364e-06,2.7761213998663214e-06
1.1205232424932607e-06,0.066515776,0.938,5.0713010481243235e-11,0.001976884700554463,2.3472784431826075e-09,6.6007880400376e-09,2.792292605258464e-07,0.0,0.0,0.0373794329962767,0.009008863250883525,0.05000464398748916,5.55141405760293e-07,6.389066904175405e-14,0.001993882609135674,0.0,7.381586244470712e-07,7.77735242960995e-08,1.940337534739526e-06,2.7851432021890993e-06
1.124112687504142e-06,0.066515776,0.938,5.122846440852426e-11,0.0019825802266621615,2.354494556900817e-09,6.609614837597628e-09,2.7918766208493977e-07,0.0,0.0,0.03737372613482154,0.009006000935482381,0.05000467319502961,5.613841732297945e-07,6.455392426578586e-14,0.0019938585533933674,0.0,7.380464356707136e-07,7.764202703665654e-08,1.9429574505087258e-06,2.7941273599970174e-06
1.1277021325150235e-06,0.066515776,0.938,5.1746904381467954e-11,0.0019882721142862685,2.361680430980012e-09,6.618425769435581e-09,2.791460793399123e-07,0.0,0.0,0.037368022956569116,0.009003140402805202,0.050004702475544914,5.676652434801309e-07,6.522119293933468e-14,0.0019938344665089845,0.0,7.37934320580854e-07,7.751121629116984e-08,1.9455694296425664e-06,2.803074002509993e-06
1.1312915775259049e-06,0.066515776,0.938,5.226833083154428e-11,0.001993960367046518,2.368836173535433e-09,6.6272209365179425e-09,2.7910451223530884e-07,0.0,0.0,0.03736232345774767,0.00900028165103442,0.05000473182905043,5.739845723595503e-07,6.589247734558574e-14,0.001993810348413388,0.0,7.378222791034875e-07,7.738108662057071e-08,1.9481734970463676e-06,2.811983262207969e-06
1.1348810225367863e-06,0.066515776,0.938,5.279274414838715e-11,0.001999644988556902,2.375961895188448e-09,6.6360004381224325e-09,2.79062960716364e-07,0.0,0.0,0.03735662763458788,0.008997424678355053,0.05000476125556213,5.80342114835394e-07,6.656777971167911e-14,0.001993786199035926,0.0,7.377103111646367e-07,7.725163263554471e-08,1.950769677741866e-06,2.8208552747314626e-06
1.1384704675476677e-06,0.066515776,0.938,5.33201446807584e-11,0.0020053259824257025,2.3830577089865803e-09,6.644764371884789e-09,2.7902142472900425e-07,0.0,0.0,0.037350935483322856,0.008994569482954717,0.05000479075509646,5.867378250207548e-07,6.724710220992084e-14,0.0019937620183044743,0.0,7.375984166902883e-07,7.712284899578877e-08,1.9533579968658463e-06,2.8296901787817262e-06
1.142059912558549e-06,0.066515776,0.938,5.385053273748283e-11,0.0020110033522555202,2.3901237303262556e-09,6.653512833780095e-09,2.789799042198469e-07,0.0,0.0,0.037345247000188306,0.008991716063023599,0.05000482032767043,5.931716562004275e-07,6.79304469589592e-14,0.001993737806145487,0.0,7.374865956065382e-07,7.699473040954037e-08,1.9559384796682803e-06,2.838488116023599e-06
1.1456493575694305e-06,0.066515776,0.938,5.4383908588390764e-11,0.0020166771016432994,2.3971600768747842e-09,6.662245918127532e-09,2.7893839913619607e-07,0.0,0.0,0.03733956218142252,0.008988864416754479,0.050004849973301506,5.996435608569836e-07,6.861781602497099e-14,0.001993713562484041,0.0,7.373748478396227e-07,7.686727163324638e-08,1.9585111515107396e-06,2.8472492309878823e-06
1.1492388025803119e-06,0.066515776,0.938,5.492027246523e-11,0.00202234723418036,2.404166868495267e-09,6.670963717708225e-09,2.7889690942604667e-07,0.0,0.0,0.03733388102326657,0.0089860145423427,0.05000487969200767,6.061534906960906e-07,6.930921142281111e-14,0.001993689287243884,0.0,7.372631733156058e-07,7.674046747078064e-08,1.9610760378643814e-06,2.855973670976625e-06
1.1524693030901052e-06,0.066515776,0.938,5.540555487813433e-11,0.002027447264020067,2.410447812266289e-09,6.678796744267296e-09,2.7885958178883227e-07,0.0,0.0,0.03732877110764301,0.008983451168820666,0.05000490650133761,6.120448985611529e-07,6.993491141941701e-14,0.0019936674124638857,0.0,7.371627288055881e-07,7.662689916254302e-08,1.9633778001284607e-06,2.8637944337654777e-06
1.1556998035998984e-06,0.066515776,0.938,5.5893257866827463e-11,0.002032544369725333,2.4167050056699017e-09,6.686617529392504e-09,2.788222665256487e-07,0.0,0.0,0.03732366415133449,0.008980889227731423,0.050004933369887004,6.179670308478801e-07,7.056387573510041e-14,0.00199364551198496,0.0,7.370623435088765e-07,7.651385319865329e-08,1.9656732955844056e-06,2.8715857223993234e-06
1.1582484041886567e-06,0.066515776,0.938,5.627972377555449e-11,0.0020365635073709915,2.4216247198220045e-09,6.692778893030878e-09,2.7879283654390774e-07,0.0,0.0,0.03731963726711034,0.008978869075769037,0.05000495460877183,6.226607654540428e-07,7.106238150037918e-14,0.0019936282161262336,0.0,7.36983189471965e-07,7.642503535477365e-08,1.9674798438039936e-06,2.877711686997051e-06
1.160797004777415e-06,0.066515776,0.938,5.666769632549524e-11,0.002040580827959639,2.426529754503902e-09,6.698932708973941e-09,2.787634142232287e-07,0.0,0.0,0.03731561222169617,0.008976849813883074,0.050004975884530053,6.273735816175313e-07,7.156292046018285e-14,0.001993610904207618,0.0,7.369040722290643e-07,7.633653851649456e-08,1.9692825125596127e-06,2.883819433343515e-06
1.1633456053661733e-06,0.066515776,0.938,5.705717554385186e-11,0.0020445963327681213,2.4314201557414593e-09,6.705079008010902e-09,2.787339995460688e-07,0.0,0.0,0.037311589013750944,0.008974831441431562,0.05000499719716879,6.321054609413601e-07,7.206549326027713e-14,0.001993593576199929,0.0,7.368249917538228e-07,7.624836089606664e-08,1.9710813111311437e-06,2.8899090181069713e-06
1.1658942059549316e-06,0.066515776,0.938,5.744816144932616e-11,0.0020486100230718853,2.43629597002128e-09,6.711217820554097e-09,2.7870459249505773e-07,0.0,0.0,0.03730756764193441,0.008972813957773192,0.0500050185466952,6.368563848637337e-07,7.257010053487355e-14,0.001993576232073707,0.0,7.367459480198927e-07,7.616050071716905e-08,1.9728762488234007e-06,2.8959804985379266e-06
1.1684428065436899e-06,0.066515776,0.938,5.7840654052272244e-11,0.002052621900144996,2.4411572442781004e-09,6.717349176640371e-09,2.7867519305299704e-07,0.0,0.0,0.03730354810490709,0.008970797362267276,0.0500050399331166,6.416263346622772e-07,7.307674290682277e-14,0.0019935588717992217,0.0,7.366669410009406e-07,7.607295621482465e-08,1.9746673349656334e-06,2.902033932453348e-06
1.1709914071324482e-06,0.066515776,0.938,5.823465335484786e-11,0.0020566319652601302,2.446004025882296e-09,6.72347310593742e-09,2.786458012028605e-07,0.0,0.0,0.037299530401330286,0.008968781654273797,0.05000506135644031,6.464152914582295e-07,7.358542098780684e-14,0.0019935414953464767,0.0,7.365879706706438e-07,7.598572563533419e-08,1.976454578911062e-06,2.908069378220986e-06
1.1735400077212065e-06,0.066515776,0.938,5.863015935116535e-11,0.0020606402196885897,2.4508363626274566e-09,6.729589637746604e-09,2.786164169277939e-07,0.0,0.0,0.03729551452986615,0.008966766833153374,0.050005082816673825,6.512232362206203e-07,7.409613537853039e-14,0.0019935241026852253,0.0,7.365090370026946e-07,7.589880723619338e-08,1.9782379900364194e-06,2.914086894743781e-06
1.1760886083099647e-06,0.066515776,0.938,5.902717202744134e-11,0.0020646466647003003,2.4556543027180568e-09,6.7356988010068325e-09,2.78587040211114e-07,0.0,0.0,0.037291500489177606,0.00896475289826728,0.05000510431382465,6.560501497704115e-07,7.460888666891105e-14,0.0019935066937849712,0.0,7.364301399707964e-07,7.58121992860098e-08,1.980017577741478e-06,2.920086541444402e-06
1.1811858094874811e-06,0.066515776,0.938,5.982571732613669e-11,0.0020726541315463478,2.465247187735476e-09,6.747895135849058e-09,2.785283093870324e-07,0.0,0.0,0.03728347789478332,0.00896072768464635,0.05000514741890879,6.657608058000353e-07,7.564050225549662e-14,0.0019934718271442803,0.0,7.362724557100382e-07,7.563990786204812e-08,1.9835653206019447e-06,2.9320324655775727e-06
1.1862830106649975e-06,0.066515776,0.938,6.063028898832447e-11,0.002080654375930399,2.4747830743295777e-09,6.7600623348804435e-09,2.7846960860054476e-07,0.0,0.0,0.03727546260746779,0.00895670600831405,0.05000519067175457,6.755471033074975e-07,7.668027225824433e-14,0.0019934368951757806,0.0,7.361149176782715e-07,7.546883773164836e-08,1.9870978831323515e-06,2.9439076358212397e-06
1.1913802118425139e-06,0.066515776,0.938,6.144088663435967e-11,0.00208864740796291,2.4842623617049988e-09,6.77220061697306e-09,2.784109377242771e-07,0.0,0.0,0.03726745461656521,0.008952687864183679,0.05000523407242488,6.854088839410703e-07,7.772820102706643e-14,0.001993401897627368,0.0,7.359575256656208e-07,7.529897543594885e-08,1.9906153413086488e-06,2.955712544732723e-06
1.1964774130200302e-06,0.066515776,0.938,6.225750977206716e-11,0.0020966332377328097,2.493685454506151e-09,6.784310195579621e-09,2.7835229663352936e-07,0.0,0.0,0.037259453911423907,0.0089486732471788,0.05000527762098368,6.953459873612863e-07,7.878429275684892e-14,0.0019933668342437,0.0,7.358002794624387e-07,7.513030768666526e-08,1.9941177714259126e-06,2.9674476917619845e-06
1.2015746141975466e-06,0.066515776,0.938,6.308015780115005e-11,0.0021046118753076516,2.503052762455847e-09,6.796391278858134e-09,2.782936852062501e-07,0.0,0.0,0.03725146048140669,0.008944662152233227,0.050005321317495806,7.053582513625153e-07,7.984855149307772e-14,0.001993331704766413,0.0,7.356431788593116e-07,7.496282136379544e-08,1.9976052500810402e-06,2.9791135827983666e-06
1.206671815375063e-06,0.066515776,0.938,6.390883001750374e-11,0.0021125833307337532,2.512364700002226e-09,6.808444069795988e-09,2.782351033230095e-07,0.0,0.0,0.037243474315891124,0.008940654574290953,0.05000536516202692,7.154455119918028e-07,8.092098113735081e-14,0.001993296508934352,0.0,7.354862236470674e-07,7.479650351336892e-08,2.001077854155081e-06,2.990710729727713e-06
1.2117690165525793e-06,0.066515776,0.938,6.474352561743469e-11,0.0021205476140363426,2.521621685974035e-09,6.820468766332805e-09,2.781765508669735e-07,0.0,0.0,0.0372354954042699,0.008936650508306176,0.05000540915464344,7.256076036649396e-07,8.200158545277592e-14,0.0019932612464837875,0.0,7.353294136167805e-07,7.463134134525395e-08,2.004535660795232e-06,3.0022396500000172e-06
1.2168662177300957e-06,0.066515776,0.938,6.558424370178144e-11,0.0021285047352196987,2.530824143244505e-09,6.832465561483115e-09,2.781180277238749e-07,0.0,0.0,0.03722752373595107,0.008932649949243244,0.050005453295412415,7.358443592796925e-07,8.309036806925036e-14,0.0019932259171486274,0.0,7.35172748559778e-07,7.446732223100827e-08,2.0079787473965658e-06,3.013700866207823e-06
