Time (s),Volume (m^3),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2OX(12),HX(9)
3.369739248508525e-08,0.066515776,0.938,0.0,6.598431371347958e-05,0.0,1.9973984356231365e-10,2.928498798708553e-07,0.0,0.0,0.03929502199346233,0.009967025820699207,0.049999187974150476,0.0,0.0,0.001999707150120134,0.0,7.758709977583141e-07,7.210996360762008e-08
3.385884356222142e-08,0.066515776,0.938,0.0,6.62994353075418e-05,0.0,2.0180457108604291e-10,2.9284753413542514e-07,0.0,0.0,0.03929470646519403,0.009966868362684917,0.049999187772760696,0.0,0.0,0.0019997071524658705,0.0,7.758647573241581e-07,7.252315929510183e-08
3.402029463935759e-08,0.066515776,0.938,0.0,6.66145471116023e-05,0.0,2.038812829368038e-10,2.9284518804398054e-07,0.0,0.0,0.03929439094620753,0.009966710909686725,0.04999918757111655,0.0,0.0,0.0019997071548119617,0.0,7.75858517089227e-07,7.293685135286799e-08
3.4181745716493764e-08,0.066515776,0.938,0.0,6.692964912444667e-05,0.0,2.059699882784858e-10,2.9284284162604047e-07,0.0,0.0,0.039294075436507446,0.009966553461704374,0.04999918736921973,0.0,0.0,0.00199970715715838,0.0,7.758522770540276e-07,7.335103634589177e-08
3.434319679362994e-08,0.066515776,0.938,0.0,6.724474134484528e-05,0.0,2.0807069600994294e-10,2.9284049490907706e-07,0.0,0.0,0.03929375993609842,0.009966396018737615,0.04999918716707199,0.0,0.0,0.0019997071595050965,0.0,7.758460372191512e-07,7.376571080842613e-08
3.450464787076611e-08,0.066515776,0.938,0.0,6.755982377155333e-05,0.0,2.1018341476233364e-10,2.9283814791865723e-07,0.0,0.0,0.03929344444498518,0.009966238580786189,0.04999918696467504,0.0,0.0,0.0019997071618520876,0.0,7.758397975845311e-07,7.418087124388992e-08
3.466609894790228e-08,0.066515776,0.938,0.0,6.787489640331064e-05,0.0,2.123081528975337e-10,2.928358006785757e-07,0.0,0.0,0.03929312896317248,0.009966081147849847,0.049999186762030676,0.0,0.0,0.0019997071641993268,0.0,7.75833558150605e-07,7.45965141247545e-08
3.4827550025038454e-08,0.066515776,0.938,0.0,6.818995923884181e-05,0.0,2.1444491850565796e-10,2.9283345321097747e-07,0.0,0.0,0.039292813490665116,0.00996592371992833,0.049999186559140645,0.0,0.0,0.0019997071665467945,0.0,7.758273189181234e-07,7.501263589243308e-08
3.4989001102174627e-08,0.066515776,0.938,0.0,6.850501227685592e-05,0.0,2.165937194021173e-10,2.928311055364725e-07,0.0,0.0,0.03929249802746794,0.00996576629702139,0.049999186356006746,0.0,0.0,0.0019997071688944695,0.0,7.75821079886979e-07,7.542923295717145e-08
3.51504521793108e-08,0.066515776,0.938,0.0,6.882005551604667e-05,0.0,2.187545631261418e-10,2.9282875767424267e-07,0.0,0.0,0.039292182573585854,0.009965608879128769,0.049999186152630784,0.0,0.0,0.0019997071712423314,0.0,7.758148410574844e-07,7.584630169793925e-08
3.531190325644697e-08,0.066515776,0.938,0.0,6.91350889550922e-05,0.0,2.2092745693849835e-10,2.928264096421404e-07,0.0,0.0,0.03929186712902381,0.009965451466250216,0.04999918594901458,0.0,0.0,0.0019997071735903637,0.0,7.758086024305727e-07,7.626383846232346e-08
3.5473354333583144e-08,0.066515776,0.938,0.0,6.945011259265518e-05,0.0,2.2311240781820539e-10,2.9282406145678127e-07,0.0,0.0,0.03929155169378679,0.009965294058385471,0.049999185745159984,0.0,0.0,0.0019997071759385488,0.0,7.758023640061399e-07,7.66818395664244e-08
3.5634805410719316e-08,0.066515776,0.938,0.0,6.976512642738265e-05,0.0,2.253094224611061e-10,2.9282171313363e-07,0.0,0.0,0.03929123626787987,0.009965136655534288,0.04999918554106884,0.0,0.0,0.001999707178286872,0.0,7.757961257843074e-07,7.710030129475156e-08
3.579625648785549e-08,0.066515776,0.938,0.0,7.008013045790595e-05,0.0,2.275185072779141e-10,2.9281936468708027e-07,0.0,0.0,0.03929092085130812,0.009964979257696405,0.04999918533674301,0.0,0.0,0.001999707180635319,0.0,7.757898877662002e-07,7.751921990012179e-08
3.595770756499166e-08,0.066515776,0.938,0.0,7.039512468284075e-05,0.0,2.2973966839054158e-10,2.92817016130529e-07,0.0,0.0,0.03929060544407669,0.009964821864871574,0.04999918513218438,0.0,0.0,0.0019997071829838753,0.0,7.757836499517842e-07,7.793859160356059e-08
3.6119158642127834e-08,0.066515776,0.938,0.0,7.071010910078703e-05,0.0,2.3197291163061412e-10,2.9281466747644595e-07,0.0,0.0,0.03929029004619077,0.009964664477059536,0.04999918492739488,0.0,0.0,0.0019997071853325296,0.0,7.757774123409179e-07,7.835841259420311e-08
3.6280609719264006e-08,0.066515776,0.938,0.0,7.102508371032885e-05,0.0,2.3421824253800173e-10,2.9281231873643737e-07,0.0,0.0,0.039289974657655616,0.00996450709426004,0.04999918472237641,0.0,0.0,0.0019997071876812697,0.0,7.757711749349069e-07,7.877867902919681e-08
3.644206079640018e-08,0.066515776,0.938,0.0,7.13400485100346e-05,0.0,2.364756663567524e-10,2.9280996992130686e-07,0.0,0.0,0.0392896592784765,0.009964349716472833,0.0499991845171309,0.0,0.0,0.001999707190030085,0.0,7.757649377338796e-07,7.919938703360886e-08
3.660351187353635e-08,0.066515776,0.938,0.0,7.165500349845666e-05,0.0,2.3874518803337644e-10,2.9280762104111046e-07,0.0,0.0,0.03928934390865876,0.009964192343697657,0.049999184311660304,0.0,0.0,0.001999707192378965,0.0,7.757587007373626e-07,7.962053270033225e-08
3.6764962950672524e-08,0.066515776,0.938,0.0,7.196994867413152e-05,0.0,2.4102681221603785e-10,2.9280527210520916e-07,0.0,0.0,0.03928902854820781,0.009964034975934262,0.04999918410596658,0.0,0.0,0.001999707194727901,0.0,7.757524639467942e-07,8.004211208999344e-08
3.6926414027808696e-08,0.066515776,0.938,0.0,7.228488403557973e-05,0.0,2.4332054325014045e-10,2.928029231223164e-07,0.0,0.0,0.03928871319712905,0.00996387761318239,0.04999918390005172,0.0,0.0,0.0019997071970768833,0.0,7.757462273625898e-07,8.046412123086571e-08
3.7071719997231254e-08,0.066515776,0.938,0.0,7.256831746848364e-05,0.0,2.453952558845958e-10,2.928008090042515e-07,0.0,0.0,0.03928842938917595,0.00996373599099035,0.049999183714540936,0.0,0.0,0.0019997071991910017,0.0,7.757406146125313e-07,8.0844293586163e-08
3.721702596665381e-08,0.066515776,0.938,0.0,7.285174294955149e-05,0.0,2.4747978107976736e-10,2.9279869486022496e-07,0.0,0.0,0.03928814558882281,0.009963594372857251,0.04999918352885412,0.0,0.0,0.0019997072013051456,0.0,7.757350020298452e-07,8.122480785541941e-08
3.736233193607637e-08,0.066515776,0.938,0.0,7.313516047767142e-05,0.0,2.4957412136755987e-10,2.9279658069541623e-07,0.0,0.0,0.039287861796073714,0.009963452758782914,0.049999183342992755,0.0,0.0,0.0019997072034193103,0.0,7.757293896158386e-07,8.160566107568182e-08
3.750763790549893e-08,0.066515776,0.938,0.0,7.341857005172096e-05,0.0,2.5167827907430796e-10,2.9279446651468154e-07,0.0,0.0,0.03928757801093275,0.009963311148767145,0.04999918315695832,0.0,0.0,0.001999707205533491,0.0,7.757237773691175e-07,8.198685026256056e-08
3.7652943874921485e-08,0.066515776,0.938,0.0,7.370197167056712e-05,0.0,2.5379225632265066e-10,2.927923523225752e-07,0.0,0.0,0.03928729423340404,0.009963169542809765,0.04999918297075235,0.0,0.0,0.0019997072076476836,0.0,7.75718165290306e-07,8.236837241017858e-08
3.778371924740178e-08,0.066515776,0.938,0.0,7.395702632488469e-05,0.0,2.5570323314219013e-10,2.92790449543492e-07,0.0,0.0,0.03928703884014015,0.00996304210091789,0.049999182803021534,0.0,0.0,0.0019997072095504624,0.0,7.757131145640434e-07,8.271202452275935e-08
3.791449461988208e-08,0.066515776,0.938,0.0,7.421207453372014e-05,0.0,2.5762216659705897e-10,2.9278854676158827e-07,0.0,0.0,0.03928678345304862,0.009962914662313024,0.04999918263515409,0.0,0.0,0.0019997072114532445,0.0,7.757080639744359e-07,8.305594165969422e-08
3.804526999236238e-08,0.066515776,0.938,0.0,7.446711629622541e-05,0.0,2.5954905780233957e-10,2.927866439796279e-07,0.0,0.0,0.03928652807213252,0.00996278722699503,0.04999918246715114,0.0,0.0,0.001999707213356026,0.0,7.757030135209737e-07,8.34001215848796e-08
3.8176045364842675e-08,0.066515776,0.938,0.0,7.47221516115453e-05,0.0,2.6148390773634054e-10,2.9278474120021953e-07,0.0,0.0,0.039286272697394986,0.009962659794963772,0.0499991822990138,0.0,0.0,0.001999707215258805,0.0,7.756979632055738e-07,8.374456204800342e-08
3.830682073732297e-08,0.066515776,0.938,0.0,7.497718047881776e-05,0.0,2.634267172361768e-10,2.927828384258255e-07,0.0,0.0,0.03928601732883913,0.009962532366219117,0.049999182130743204,0.0,0.0,0.00199970721716158,0.0,7.756929130278785e-07,8.408926078452365e-08
3.842451857255524e-08,0.066515776,0.938,0.0,7.520670094556423e-05,0.0,2.6518205179483866e-10,2.9278112593508214e-07,0.0,0.0,0.03928578750242677,0.009962417683158862,0.04999918197918668,0.0,0.0,0.0019997072188740702,0.0,7.756883679847798e-07,8.43997085880131e-08
3.854221640778751e-08,0.066515776,0.938,0.0,7.54362161880498e-05,0.0,2.669438345825442e-10,2.9277941345188874e-07,0.0,0.0,0.03928555768102643,0.009962303002760544,0.04999918182752398,0.0,0.0,0.0019997072205865537,0.0,7.756838230534561e-07,8.471036207617496e-08
3.8659914243019784e-08,0.066515776,0.938,0.0,7.566572620563141e-05,0.0,2.687120659171818e-10,2.927777009777678e-07,0.0,0.0,0.039285327864640424,0.009962188325024069,0.049999181675755934,0.0,0.0,0.0019997072222990276,0.0,7.756792782346643e-07,8.502121956849523e-08
3.876584229472883e-08,0.066515776,0.938,0.0,7.587228075362674e-05,0.0,2.7030898781503945e-10,2.927761597600126e-07,0.0,0.0,0.039285121034182184,0.009962085117337033,0.04999918153907533,0.0,0.0,0.0019997072238402453,0.0,7.75675187992853e-07,8.530116433862173e-08
3.887177034643787e-08,0.066515776,0.938,0.0,7.607883106844975e-05,0.0,2.7191113332113446e-10,2.927746185517818e-07,0.0,0.0,0.03928491420778918,0.009961981911805936,0.0499991814023107,0.0,0.0,0.001999707225381453,0.0,7.756710978418431e-07,8.558127174494825e-08
3.8977698398146913e-08,0.066515776,0.938,0.0,7.62853771496221e-05,0.0,2.735185024735197e-10,2.92773077354033e-07,0.0,0.0,0.03928470738546311,0.009961878708430707,0.049999181265462676,0.0,0.0,0.001999707226922651,0.0,7.756670077818855e-07,8.586154054283478e-08
3.908362644985596e-08,0.066515776,0.938,0.0,7.649191899666219e-05,0.0,2.751310952485589e-10,2.927715361676802e-07,0.0,0.0,0.03928450056720567,0.009961775507211274,0.04999918112853188,0.0,0.0,0.0019997072284638376,0.0,7.756629178128827e-07,8.614196948145362e-08
3.9189554501565e-08,0.066515776,0.938,0.0,7.669845660908549e-05,0.0,2.767489115604583e-10,2.9276999499359614e-07,0.0,0.0,0.039284293753018666,0.009961672308147564,0.049999180991518934,0.0,0.0,0.001999707230005012,0.0,7.756588279350135e-07,8.642255730378283e-08
3.9295482553274043e-08,0.066515776,0.938,0.0,7.690498998640436e-05,0.0,2.7837195126079246e-10,2.9276845383261353e-07,0.0,0.0,0.039284086942903806,0.009961569111239507,0.04999918085442448,0.0,0.0,0.0019997072315461723,0.0,7.756547381484217e-07,8.670330274659949e-08
3.9401410604983087e-08,0.066515776,0.938,0.0,7.711151912812813e-05,0.0,2.800002141383476e-10,2.927669126855276e-07,0.0,0.0,0.039283880136862875,0.009961465916487026,0.049999180717249146,0.0,0.0,0.0019997072330873193,0.0,7.756506484531974e-07,8.698420454047291e-08
3.950733865669213e-08,0.066515776,0.938,0.0,7.731804403376301e-05,0.0,2.8163369991882657e-10,2.9276537155309746e-07,0.0,0.0,0.03928367333489762,0.009961362723890055,0.049999180579993564,0.0,0.0,0.0019997072346284515,0.0,7.756465588494664e-07,8.726526140975842e-08
3.961326670840117e-08,0.066515776,0.938,0.0,7.752456470281225e-05,0.0,2.8327240826454807e-10,2.927638304360476e-07,0.0,0.0,0.03928346653700983,0.009961259533448522,0.04999918044265839,0.0,0.0,0.001999707236169568,0.0,7.75642469337353e-07,8.754647207259108e-08
3.982512281181926e-08,0.066515776,0.938,0.0,7.793759332915107e-05,0.0,2.865654909824753e-10,2.92760748250825e-07,0.0,0.0,0.0392830529534738,0.009961053159031466,0.049999180167751824,0.0,0.0,0.0019997072392517537,0.0,7.756342905884523e-07,8.810934962030139e-08
4.0036978915237346e-08,0.066515776,0.938,0.0,7.835060500310872e-05,0.0,2.89879458312687e-10,2.9275766613502794e-07,0.0,0.0,0.039282639386269184,0.00996084679323529,0.04999917989253464,0.0,0.0,0.0019997072423338694,0.0,7.756261122074535e-07,8.86728268040557e-08
4.024883501865543e-08,0.066515776,0.938,0.0,7.876359972060009e-05,0.0,2.9321430524402103e-10,2.927545840933685e-07,0.0,0.0,0.03928222583541055,0.009960640436059418,0.04999917961701205,0.0,0.0,0.001999707245415911,0.0,7.756179341953358e-07,8.923689314441687e-08
4.046069112207352e-08,0.066515776,0.938,0.0,7.917657747749077e-05,0.0,2.965700257247408e-10,2.927515021301445e-07,0.0,0.0,0.03928181230091263,0.009960434087503271,0.049999179341189366,0.0,0.0,0.001999707248497874,0.0,7.756097565530782e-07,8.980153806189572e-08
4.088440332890969e-08,0.066515776,0.938,0.0,8.000248209268574e-05,0.0,3.03344057871831e-10,2.9274533845433206e-07,0.0,0.0,0.0392809852810585,0.009960021416247853,0.04999917878866515,0.0,0.0,0.0019997072546615495,0.0,7.755934023820897e-07,9.093252080913757e-08
4.126574431506225e-08,0.066515776,0.938,0.0,8.074573819861942e-05,0.0,3.0951199201628585e-10,2.927397914502226e-07,0.0,0.0,0.0392802410192941,0.009959650041591656,0.04999917829042115,0.0,0.0,0.0019997072602085542,0.0,7.755786849030723e-07,9.195227582846206e-08
4.16470853012148e-08,0.066515776,0.938,0.0,8.148893928564993e-05,0.0,3.1574741385625404e-10,2.9273424475174263e-07,0.0,0.0,0.03927949681077412,0.009959278694854407,0.04999917779128947,0.0,0.0,0.0019997072657552527,0.0,7.755639686379206e-07,9.297373631810672e-08
4.2028426287367357e-08,0.066515776,0.938,0.0,8.223208532787628e-05,0.0,3.2205024931936236e-10,2.927286983731835e-07,0.0,0.0,0.039278752655589846,0.00995890737603274,0.049999177291302786,0.0,0.0,0.001999707271301631,0.0,7.755492535925732e-07,9.399683694420052e-08
4.240976727351991e-08,0.066515776,0.938,0.0,8.297517629887648e-05,0.0,3.2842041271642335e-10,2.92723152326706e-07,0.0,0.0,0.03927800855383418,0.009958536085123293,0.049999176790494336,0.0,0.0,0.0019997072768476775,0.0,7.755345397730299e-07,9.502151131431582e-08
4.2791108259672466e-08,0.066515776,0.938,0.0,8.371821217170763e-05,0.0,3.3485780658113564e-10,2.9271760662267625e-07,0.0,0.0,0.03927726450560159,0.009958164822122695,0.04999917628889789,0.0,0.0,0.001999707282393381,0.0,7.755198271853564e-07,9.604769197677908e-08
4.317244924582502e-08,0.066515776,0.938,0.0,8.446119291890561e-05,0.0,3.413623215114464e-10,2.927120612699506e-07,0.0,0.0,0.039276520510988136,0.009957793587027579,0.04999917578654777,0.0,0.0,0.001999707287938734,0.0,7.755051158356763e-07,9.707531042050837e-08
4.3553790231977575e-08,0.066515776,0.938,0.0,8.520411851248576e-05,0.0,3.479338360127474e-10,2.9270651627611495e-07,0.0,0.0,0.03927577657009149,0.009957422379834574,0.049999175283478796,0.0,0.0,0.001999707293483728,0.0,7.754904057301689e-07,9.810429707538102e-08
4.393513121813013e-08,0.066515776,0.938,0.0,8.594698892394327e-05,0.0,3.5457221634342464e-10,2.927009716476846e-07,0.0,0.0,0.0392750326830109,0.009957051200540308,0.04999917477972633,0.0,0.0,0.001999707299028356,0.0,7.754756968750758e-07,9.913458131315481e-08
4.4316472204282684e-08,0.066515776,0.938,0.0,8.668980412425405e-05,0.0,3.612773163625849e-10,2.926954273902733e-07,0.0,0.0,0.0392742888498472,0.009956680049141414,0.04999917427532631,0.0,0.0,0.001999707304572614,0.0,7.754609892766928e-07,1.0016609144894952e-07
4.469781319043524e-08,0.066515776,0.938,0.0,8.7432564083876e-05,0.0,3.680489773800081e-10,2.9268988350873504e-07,0.0,0.0,0.039273545070702846,0.009956308925634512,0.04999917377031517,0.0,0.0,0.0019997073101164953,0.0,7.754462829413663e-07,1.0119875474330201e-07
4.5079154176587793e-08,0.066515776,0.938,0.0,8.817526877275036e-05,0.0,3.7488702800900645e-10,2.9268434000728545e-07,0.0,0.0,0.03927280134568184,0.009955937830016226,0.04999917326472988,0.0,0.0,0.0019997073156599967,0.0,7.754315778754986e-07,1.0223249740480611e-07
4.546049516274035e-08,0.066515776,0.938,0.0,8.891791816030357e-05,0.0,3.817912840219976e-10,2.9267879688960326e-07,0.0,0.0,0.03927205767488974,0.009955566762283182,0.049999172758607956,0.0,0.0,0.0019997073212031143,0.0,7.754168740855407e-07,1.0326724459335057e-07
4.58418361488929e-08,0.066515776,0.938,0.0,8.966051221544922e-05,0.0,3.8876154820870025e-10,2.926732541589166e-07,0.0,0.0,0.039271314058433725,0.009955195722432,0.04999917225198741,0.0,0.0,0.001999707326745845,0.0,7.754021715779882e-07,1.0430292042396865e-07
4.622317713504546e-08,0.066515776,0.938,0.0,9.040305090659046e-05,0.0,3.957976102378191e-10,2.926677118180747e-07,0.0,0.0,0.03927057049642254,0.009954824710459302,0.049999171744906826,0.0,0.0,0.0019997073322881864,0.0,7.753874703593891e-07,1.0533944797131134e-07
4.660451812119801e-08,0.066515776,0.938,0.0,9.114553420162264e-05,0.0,4.028992465220515e-10,2.9266216986960877e-07,0.0,0.0,0.03926982698896644,0.009954453726361702,0.04999917123740528,0.0,0.0,0.0019997073378301344,0.0,7.75372770436333e-07,1.0637674927475479e-07
4.6985859107350566e-08,0.066515776,0.938,0.0,9.188796206793648e-05,0.0,4.100662200860928e-10,2.9265662831578407e-07,0.0,0.0,0.03926908353617725,0.009954082770135817,0.04999917072952238,0.0,0.0,0.001999707343371688,0.0,7.753580718154464e-07,1.0741474534415547e-07
4.736720009350312e-08,0.066515776,0.938,0.0,9.263033447242105e-05,0.0,4.172982804387144e-10,2.9265108715864275e-07,0.0,0.0,0.039268340138168364,0.009953711841778267,0.049999170221298246,0.0,0.0,0.0019997073489128455,0.0,7.753433745034026e-07,1.0845335616626233e-07
4.7748541079655675e-08,0.066515776,0.938,0.0,9.337265138146782e-05,0.0,4.24595163448834e-10,2.926455464000409e-07,0.0,0.0,0.03926759679505464,0.00995334094128566,0.04999916971277354,0.0,0.0,0.0019997073544536035,0.0,7.753286785069107e-07,1.0949250071179815e-07
4.812988206580823e-08,0.066515776,0.938,0.0,9.411491276097437e-05,0.0,4.319565912249452e-10,2.9264000604167897e-07,0.0,0.0,0.0392668535069525,0.00995297006865461,0.04999916920398938,0.0,0.0,0.0019997073599939616,0.0,7.753139838327083e-07,1.1053209694322132e-07
4.8511223051960785e-08,0.066515776,0.938,0.0,9.485711857634892e-05,0.0,4.393822719991881e-10,2.9263446608512845e-07,0.0,0.0,0.039266110273979866,0.009952599223881722,0.04999916869498744,0.0,0.0,0.0019997073655339185,0.0,7.752992904875725e-07,1.1157206182317768e-07
4.889256403811334e-08,0.066515776,0.938,0.0,9.559926879251497e-05,0.0,4.468719000161636e-10,2.9262892653185317e-07,0.0,0.0,0.039265367096256144,0.009952228406963606,0.049999168185809885,0.0,0.0,0.0019997073710734713,0.0,7.752845984783119e-07,1.1261231132365206e-07
4.9273905024265894e-08,0.066515776,0.938,0.0,9.634136337391611e-05,0.0,4.5442515542544544e-10,2.9262338738322824e-07,0.0,0.0,0.0392646239739022,0.009951857617896869,0.04999916767649937,0.0,0.0,0.0019997073766126203,0.0,7.752699078117524e-07,1.1365276043583054e-07
4.965524601041845e-08,0.066515776,0.938,0.0,9.708340228452182e-05,0.0,4.6204170417925923e-10,2.926178486405552e-07,0.0,0.0,0.03926388090704036,0.009951486856678115,0.04999916716709904,0.0,0.0,0.001999707382151363,0.0,7.752552184947511e-07,1.1469332318068166e-07
5.0036586996571e-08,0.066515776,0.938,0.0,9.782538548783296e-05,0.0,4.697211979357466e-10,2.92612310305076e-07,0.0,0.0,0.0392631378957944,0.009951116123303945,0.04999916665765254,0.0,0.0,0.0019997073876896984,0.0,7.752405305341927e-07,1.157339126202646e-07
5.041792798272356e-08,0.066515776,0.938,0.0,9.856731294688787e-05,0.0,4.77463273966248e-10,2.9260677237798307e-07,0.0,0.0,0.03926239494028956,0.009950745417770959,0.04999916614820397,0.0,0.0,0.0019997073932276252,0.0,7.752258439369682e-07,1.1677444086977445e-07
5.079926896887611e-08,0.066515776,0.938,0.0,9.930918462426905e-05,0.0,4.852675550682046e-10,2.9260123486042913e-07,0.0,0.0,0.03926165204065239,0.009950374740075759,0.04999916563879793,0.0,0.0,0.0019997073987651423,0.0,7.752111587099896e-07,1.1781481911033171e-07
5.1180609955028667e-08,0.066515776,0.938,0.0,0.00010005100048210986,0.0,4.931336494845874e-10,2.9259569775353525e-07,0.0,0.0,0.03926090919701092,0.009950004090214938,0.04999916512947949,0.0,0.0,0.0019997074043022495,0.0,7.75196474860193e-07,1.1885495760252162e-07
5.1523816842565966e-08,0.066515776,0.938,0.0,0.00010071858699680658,0.0,5.002656492675837e-10,2.9259071470935123e-07,0.0,0.0,0.0392602406857168,0.00994967052913578,0.049999164671205396,0.0,0.0,0.0019997074092852935,0.0,7.751832605785931e-07,1.197908023604183e-07
5.1867023730103266e-08,0.066515776,0.938,0.0,0.00010138612823842343,0.0,5.074470824130006e-10,2.925857319994742e-07,0.0,0.0,0.03925957221997915,0.009949336990597225,0.04999916421307261,0.0,0.0,0.001999707414268004,0.0,7.751700474231816e-07,1.2072631281218806e-07
5.2210230617640566e-08,0.066515776,0.938,0.0,0.00010205362417845233,0.0,5.146776328046467e-10,2.925807496246788e-07,0.0,0.0,0.03925890379989409,0.00994900347459679,0.049999163755114914,0.0,0.0,0.0019997074192503786,0.0,7.751568353990375e-07,1.216614216840316e-07
5.2519116816424134e-08,0.066515776,0.938,0.0,0.00010265433176783671,0.0,5.21226854299774e-10,2.9257626577449177e-07,0.0,0.0,0.03925830226093062,0.009948703329464438,0.04999916334313088,0.0,0.0,0.001999707423734229,0.0,7.751449455487184e-07,1.2250262026000938e-07
5.28280030152077e-08,0.066515776,0.938,0.0,0.00010325500261845341,0.0,5.278153526759166e-10,2.9257178219689676e-07,0.0,0.0,0.0392577007590955,0.009948403202584132,0.049999162931341296,0.0,0.0,0.001999707428217807,0.0,7.751330566225101e-07,1.233433887733291e-07
5.313688921399127e-08,0.066515776,0.938,0.0,0.00010385563670895799,0.0,5.344428772370346e-10,2.9256729889244606e-07,0.0,0.0,0.039257099294460515,0.009948103093954061,0.0499991625197714,0.0,0.0,0.001999707432701111,0.0,7.751211686241145e-07,1.2418367702579556e-07
5.344577541277484e-08,0.066515776,0.938,0.0,0.00010445623401783512,0.0,5.411091708597247e-10,2.9256281586168954e-07,0.0,0.0,0.039256497867098006,0.009947803003572411,0.049999162108446606,0.0,0.0,0.0019997074371841416,0.0,7.751092815572106e-07,1.250234344673527e-07
5.3754661611558405e-08,0.066515776,0.938,0.0,0.00010505679452340186,0.0,5.478139699770305e-10,2.9255833310517604e-07,0.0,0.0,0.03925589647708078,0.00994750293143736,0.04999916169739247,0.0,0.0,0.0019997074416668982,0.0,7.750973954254641e-07,1.2586261020280482e-07
5.406354781034197e-08,0.066515776,0.938,0.0,0.00010565731820381133,0.0,5.545570045758733e-10,2.925538506234541e-07,0.0,0.0,0.03925529512448222,0.009947202877547096,0.049999161286634744,0.0,0.0,0.0019997074461493803,0.0,7.750855102325922e-07,1.2670115299863002e-07
5.434154538924718e-08,0.066515776,0.938,0.0,0.0001061977580124845,0.0,5.606581986795523e-10,2.925498166253043e-07,0.0,0.0,0.03925475393919747,0.009946932844643649,0.04999916091722765,0.0,0.0,0.001999707450183378,0.0,7.750748143647651e-07,1.2745525774004756e-07
5.4619542968152394e-08,0.066515776,0.938,0.0,0.00010673816795880415,0.0,5.667899336331304e-10,2.9254578285057985e-07,0.0,0.0,0.039254212784335815,0.009946662826515677,0.04999916054810063,0.0,0.0,0.0019997074542171525,0.0,7.750641192630349e-07,1.2820877022215384e-07
5.4897540547057604e-08,0.066515776,0.938,0.0,0.00010727854802651762,0.0,5.729519991665048e-10,2.925417492996813e-07,0.0,0.0,0.039253671659951715,0.009946392823161853,0.04999916017927284,0.0,0.0,0.0019997074582507033,0.0,7.750534249301003e-07,1.2896165242198096e-07
5.5175538125962814e-08,0.066515776,0.938,0.0,0.00010781889819927389,0.0,5.791441807617349e-10,2.9253771597301e-07,0.0,0.0,0.039253130566099984,0.009946122834580854,0.04999915981076346,0.0,0.0,0.00199970746228403,0.0,7.750427313686119e-07,1.297138661131078e-07
5.54257359469775e-08,0.066515776,0.938,0.0,0.00010830518778097454,0.0,5.847427127059267e-10,2.9253408617105273e-07,0.0,0.0,0.039252643607784105,0.009945879857487619,0.04999915947939324,0.0,0.0,0.0019997074659138317,0.0,7.750331078250302e-07,1.3039025510581338e-07
5.567593376799219e-08,0.066515776,0.938,0.0,0.00010879145312238412,0.0,5.903652990925639e-10,2.925304565513395e-07,0.0,0.0,0.03925215667428441,0.009945636892358323,0.04999915914831076,0.0,0.0,0.001999707469543451,0.0,7.750234849103961e-07,1.3106604333819798e-07
5.592613158900688e-08,0.066515776,0.938,0.0,0.00010927769421138802,0.0,5.96011774715304e-10,2.92526827114165e-07,0.0,0.0,0.03925166976564144,0.009945393939192004,0.04999915881753019,0.0,0.0,0.0019997074731728883,0.0,7.750138626266247e-07,1.3174120253960335e-07
5.6176329410021566e-08,0.066515776,0.938,0.0,0.00010976391103581303,0.0,6.016819715845705e-10,2.92523197859825e-07,0.0,0.0,0.039251182881895955,0.009945150997987684,0.049999158487065855,0.0,0.0,0.0019997074768021423,0.0,7.750042409756299e-07,1.3241570431803856e-07
5.6426527231036254e-08,0.066515776,0.938,0.0,0.00011025010358342916,0.0,6.073757189300164e-10,2.9251956878861594e-07,0.0,0.0,0.03925069602308883,0.009944908068744401,0.04999915815693208,0.0,0.0,0.0019997074804312138,0.0,7.749946199593217e-07,1.33089520163205e-07
5.667672505205094e-08,0.066515776,0.938,0.0,0.00011073627184195097,0.0,6.130928432032023e-10,2.9251593990083533e-07,0.0,0.0,0.039250209189261163,0.00994466515146118,0.049999157827143245,0.0,0.0,0.0019997074840601013,0.0,7.749849995795998e-07,1.3376262144960168e-07
5.692692287306563e-08,0.066515776,0.938,0.0,0.00011122241579903928,0.0,6.188331680813695e-10,2.9251231119678167e-07,0.0,0.0,0.039249722380454204,0.009944422246137053,0.04999915749771383,0.0,0.0,0.001999707487688806,0.0,7.749753798383583e-07,1.344349794396917e-07
5.717712069408032e-08,0.066515776,0.938,0.0,0.0001117085354423027,0.0,6.245965144717427e-10,2.9250868267675434e-07,0.0,0.0,0.03924923559670936,0.009944179352771046,0.04999915716865833,0.0,0.0,0.0019997074913173257,0.0,7.749657607374831e-07,1.351065652871223e-07
5.7427318515095007e-08,0.066515776,0.938,0.0,0.00011219463075929937,0.0,6.303827005164708e-10,2.925050543410541e-07,0.0,0.0,0.039248748838068226,0.00994393647136219,0.04999915683999132,0.0,0.0,0.001999707494945662,0.0,7.749561422788508e-07,1.3577735004000284e-07
