Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10)
7.74529070144881e-08,0.05595639656,0.054,0.0,0.0,0.027586804882335603,0.8739448696012123,0.0,0.0,0.0,0.066,0.0,0.012110260797574459
7.816446262681266e-08,0.05595639656,0.054,0.0,0.0,0.027509940132519388,0.8739064372263043,0.0,0.0,0.0,0.066,0.0,0.012187125547390671
7.887601823913722e-08,0.05595639656,0.054,0.0,0.0,0.02743350586976413,0.8738682200949267,0.0,0.0,0.0,0.066,0.0,0.012263559810145926
7.958757385146179e-08,0.05595639656,0.054,0.0,0.0,0.027357498469331262,0.8738302163947101,0.0,0.0,0.0,0.066,0.0,0.012339567210578791
8.029912946378635e-08,0.05595639656,0.054,0.0,0.0,0.027281914347213686,0.8737924243336513,0.0,0.0,0.0,0.066,0.0,0.01241515133269637
8.101068507611092e-08,0.05595639656,0.054,0.0,0.0,0.02720674995956356,0.8737548421398262,0.0,0.0,0.0,0.066,0.0,0.012490315720346503
8.172224068843548e-08,0.05595639656,0.054,0.0,0.0,0.027132001802129758,0.8737174680611092,0.0,0.0,0.0,0.066,0.0,0.012565063877780305
8.243379630076005e-08,0.05595639656,0.054,0.0,0.0,0.027057666409704813,0.8736803003648971,0.0,0.0,0.0,0.066,0.0,0.01263939927020525
8.314535191308461e-08,0.05595639656,0.054,0.0,0.0,0.02698374035558106,0.8736433373378352,0.0,0.0,0.0,0.066,0.0,0.012713325324328997
8.385690752540918e-08,0.05595639656,0.054,0.0,0.0,0.026910220251015925,0.8736065772855526,0.0,0.0,0.0,0.066,0.0,0.012786845428894135
8.456846313773374e-08,0.05595639656,0.054,0.0,0.0,0.026837102744706055,0.8735700185323976,0.0,0.0,0.0,0.066,0.0,0.012859962935203998
8.528001875005831e-08,0.05595639656,0.054,0.0,0.0,0.02676438452227029,0.8735336594211797,0.0,0.0,0.0,0.066,0.0,0.012932681157639769
8.599157436238287e-08,0.05595639656,0.054,0.0,0.0,0.02669206230574107,0.8734974983129151,0.0,0.0,0.0,0.066,0.0,0.013005003374168992
8.670312997470744e-08,0.05595639656,0.054,0.0,0.0,0.026620132853064336,0.8734615335865766,0.0,0.0,0.0,0.066,0.0,0.013076932826845722
8.7414685587032e-08,0.05595639656,0.054,0.0,0.0,0.026548592957607673,0.8734257636388484,0.0,0.0,0.0,0.066,0.0,0.013148472722302388
8.812624119935657e-08,0.05595639656,0.054,0.0,0.0,0.026477439447676446,0.8733901868838826,0.0,0.0,0.0,0.066,0.0,0.013219626232233612
8.883779681168113e-08,0.05595639656,0.054,0.0,0.0,0.026406669186037974,0.8733548017530635,0.0,0.0,0.0,0.066,0.0,0.013290396493872085
8.95493524240057e-08,0.05595639656,0.054,0.0,0.0,0.026336279069453395,0.8733196066947712,0.0,0.0,0.0,0.066,0.0,0.013360786610456667
9.026090803633026e-08,0.05595639656,0.054,0.0,0.0,0.02626626602821719,0.8732846001741531,0.0,0.0,0.0,0.066,0.0,0.013430799651692867
9.097246364865483e-08,0.05595639656,0.054,0.0,0.0,0.026196627025704217,0.8732497806728966,0.0,0.0,0.0,0.066,0.0,0.013500438654205844
9.168401926097939e-08,0.05595639656,0.054,0.0,0.0,0.026127359057924012,0.8732151466890066,0.0,0.0,0.0,0.066,0.0,0.013569706621986049
9.239557487330396e-08,0.05595639656,0.054,0.0,0.0,0.026058459153082372,0.8731806967365856,0.0,0.0,0.0,0.066,0.0,0.013638606526827692
9.310713048562852e-08,0.05595639656,0.054,0.0,0.0,0.025989924371149935,0.8731464293456194,0.0,0.0,0.0,0.066,0.0,0.013707141308760124
9.381868609795309e-08,0.05595639656,0.054,0.0,0.0,0.02592175180343776,0.8731123430617632,0.0,0.0,0.0,0.066,0.0,0.013775313876472295
9.453024171027765e-08,0.05595639656,0.054,0.0,0.0,0.02585393857217966,0.8730784364461344,0.0,0.0,0.0,0.066,0.0,0.013843127107730401
9.524179732260222e-08,0.05595639656,0.054,0.0,0.0,0.025786481830121208,0.873044708075105,0.0,0.0,0.0,0.066,0.0,0.013910583849788856
9.595335293492678e-08,0.05595639656,0.054,0.0,0.0,0.025719378760115336,0.8730111565401022,0.0,0.0,0.0,0.066,0.0,0.013977686919794726
9.666490854725135e-08,0.05595639656,0.054,0.0,0.0,0.025652626574724353,0.8729777804474066,0.0,0.0,0.0,0.066,0.0,0.014044439105185708
9.737646415957591e-08,0.05595639656,0.054,0.0,0.0,0.02558622251582823,0.8729445784179586,0.0,0.0,0.0,0.066,0.0,0.014110843164081838
9.808801977190048e-08,0.05595639656,0.054,0.0,0.0,0.025520163854239122,0.8729115490871642,0.0,0.0,0.0,0.066,0.0,0.014176901825670942
9.879957538422504e-08,0.05595639656,0.054,0.0,0.0,0.025454447889321982,0.8728786911047055,0.0,0.0,0.0,0.066,0.0,0.01424261779058808
9.951113099654961e-08,0.05595639656,0.054,0.0,0.0,0.025389071948621094,0.872846003134355,0.0,0.0,0.0,0.066,0.0,0.014307993731288974
9.999999999999998e-08,0.05595639656,0.054,0.0,0.0,0.025344351575728015,0.8728236429479085,0.0,0.0,0.0,0.066,0.0,0.014352714104182047
1.0022268660887417e-07,0.05595639656,0.054,0.0,0.0,0.0253240333874925,0.8728134838537908,0.0,0.0,0.0,0.066,0.0,0.014373032292417567
1.0093424222119874e-07,0.05595639656,0.054,0.0,0.0,0.025259329588742174,0.8727811319544156,0.0,0.0,0.0,0.066,0.0,0.014437736091167896
1.016457978335233e-07,0.05595639656,0.054,0.0,0.0,0.025194957962269827,0.8727489461411794,0.0,0.0,0.0,0.066,0.0,0.014502107717640243
1.0235735344584787e-07,0.05595639656,0.054,0.0,0.0,0.02513091594471828,0.8727169251324036,0.0,0.0,0.0,0.066,0.0,0.014566149735191785
1.0306890905817243e-07,0.05595639656,0.054,0.0,0.0,0.02506720099912828,0.8726850676596088,0.0,0.0,0.0,0.066,0.0,0.014629864680781784
1.03780464670497e-07,0.05595639656,0.054,0.0,0.0,0.02500381061459861,0.8726533724673439,0.0,0.0,0.0,0.066,0.0,0.014693255065311462
1.0449202028282156e-07,0.05595639656,0.054,0.0,0.0,0.024940742305951506,0.8726218383130202,0.0,0.0,0.0,0.066,0.0,0.014756323373958564
1.0520357589514613e-07,0.05595639656,0.054,0.0,0.0,0.024877993613403225,0.8725904639667461,0.0,0.0,0.0,0.066,0.0,0.014819072066506843
1.0591513150747069e-07,0.05595639656,0.054,0.0,0.0,0.024815562102239647,0.8725592482111645,0.0,0.0,0.0,0.066,0.0,0.01488150357767043
1.0662668711979526e-07,0.05595639656,0.054,0.0,0.0,0.02475344536249682,0.8725281898412929,0.0,0.0,0.0,0.066,0.0,0.014943620317413257
1.0733824273211982e-07,0.05595639656,0.054,0.0,0.0,0.024691641008646494,0.8724972876643677,0.0,0.0,0.0,0.066,0.0,0.015005424671263584
1.0804979834444439e-07,0.05595639656,0.054,0.0,0.0,0.024630146679286317,0.8724665404996877,0.0,0.0,0.0,0.066,0.0,0.01506691900062376
1.0876135395676895e-07,0.05595639656,0.054,0.0,0.0,0.02456896003683485,0.872435947178462,0.0,0.0,0.0,0.066,0.0,0.015128105643075226
1.0947290956909352e-07,0.05595639656,0.054,0.0,0.0,0.024508078767231135,0.8724055065436602,0.0,0.0,0.0,0.066,0.0,0.015188986912678941
1.1018446518141808e-07,0.05595639656,0.054,0.0,0.0,0.02444750057963884,0.872375217449864,0.0,0.0,0.0,0.066,0.0,0.015249565100271237
1.1089602079374265e-07,0.05595639656,0.054,0.0,0.0,0.024387223206154874,0.8723450787631222,0.0,0.0,0.0,0.066,0.0,0.015309842473755208
1.1160757640606721e-07,0.05595639656,0.054,0.0,0.0,0.02432724440152235,0.8723150893608059,0.0,0.0,0.0,0.066,0.0,0.015369821278387725
1.1231913201839178e-07,0.05595639656,0.054,0.0,0.0,0.02426756194284793,0.8722852481314687,0.0,0.0,0.0,0.066,0.0,0.015429503737062143
1.1303068763071634e-07,0.05595639656,0.054,0.0,0.0,0.02420817362932331,0.8722555539747062,0.0,0.0,0.0,0.066,0.0,0.015488892050586765
1.137422432430409e-07,0.05595639656,0.054,0.0,0.0,0.024149077281950936,0.8722260058010202,0.0,0.0,0.0,0.066,0.0,0.015547988397959145
1.1445379885536547e-07,0.05595639656,0.054,0.0,0.0,0.024090270743273762,0.8721966025316815,0.0,0.0,0.0,0.066,0.0,0.015606794936636317
1.1516535446769004e-07,0.05595639656,0.054,0.0,0.0,0.024031751877109077,0.8721673430985993,0.0,0.0,0.0,0.066,0.0,0.015665313802801
1.158769100800146e-07,0.05595639656,0.054,0.0,0.0,0.02397351856828621,0.8721382264441879,0.0,0.0,0.0,0.066,0.0,0.015723547111623867
1.1658846569233917e-07,0.05595639656,0.054,0.0,0.0,0.023915568722388196,0.8721092515212389,0.0,0.0,0.0,0.066,0.0,0.01578149695752188
1.1730002130466373e-07,0.05595639656,0.054,0.0,0.0,0.023857900265497136,0.8720804172927934,0.0,0.0,0.0,0.066,0.0,0.01583916541441294
1.180115769169883e-07,0.05595639656,0.054,0.0,0.0,0.023800511143943427,0.8720517227320166,0.0,0.0,0.0,0.066,0.0,0.01589655453596665
1.1872313252931286e-07,0.05595639656,0.054,0.0,0.0,0.02374339932405862,0.8720231668220741,0.0,0.0,0.0,0.066,0.0,0.015953666355851458
1.1943468814163743e-07,0.05595639656,0.054,0.0,0.0,0.023686562791931858,0.8719947485560107,0.0,0.0,0.0,0.066,0.0,0.016010502887978218
1.2014624375396198e-07,0.05595639656,0.054,0.0,0.0,0.02362999955316995,0.8719664669366298,0.0,0.0,0.0,0.066,0.0,0.016067066126740127
1.2085779936628653e-07,0.05595639656,0.054,0.0,0.0,0.02357370763266087,0.8719383209763754,0.0,0.0,0.0,0.066,0.0,0.016123358047249205
1.2156935497861108e-07,0.05595639656,0.054,0.0,0.0,0.023517685074340745,0.8719103096972151,0.0,0.0,0.0,0.066,0.0,0.01617938060556933
1.2228091059093563e-07,0.05595639656,0.054,0.0,0.0,0.023461929940964174,0.8718824321305269,0.0,0.0,0.0,0.066,0.0,0.016235135738945902
1.2299246620326018e-07,0.05595639656,0.054,0.0,0.0,0.023406440313877928,0.8718546873169837,0.0,0.0,0.0,0.066,0.0,0.01629062536603215
1.2370402181558474e-07,0.05595639656,0.054,0.0,0.0,0.02335121429279785,0.8718270743064437,0.0,0.0,0.0,0.066,0.0,0.016345851387112226
1.244155774279093e-07,0.05595639656,0.054,0.0,0.0,0.023296249995589005,0.8717995921578392,0.0,0.0,0.0,0.066,0.0,0.016400815684321068
1.2512713304023384e-07,0.05595639656,0.054,0.0,0.0,0.02324154555804901,0.8717722399390694,0.0,0.0,0.0,0.066,0.0,0.016455520121861068
1.258386886525584e-07,0.05595639656,0.054,0.0,0.0,0.023187099133694367,0.871745016726892,0.0,0.0,0.0,0.066,0.0,0.01650996654621571
1.2655024426488294e-07,0.05595639656,0.054,0.0,0.0,0.023132908893550005,0.8717179216068198,0.0,0.0,0.0,0.066,0.0,0.01656415678636007
1.272617998772075e-07,0.05595639656,0.054,0.0,0.0,0.023078973025941647,0.8716909536730157,0.0,0.0,0.0,0.066,0.0,0.01661809265396843
1.2797335548953205e-07,0.05595639656,0.054,0.0,0.0,0.0230252897362913,0.8716641120281904,0.0,0.0,0.0,0.066,0.0,0.016671775943618777
1.286849111018566e-07,0.05595639656,0.054,0.0,0.0,0.022971857246915504,0.8716373957835027,0.0,0.0,0.0,0.066,0.0,0.016725208432994573
1.2939646671418115e-07,0.05595639656,0.054,0.0,0.0,0.022918673796826525,0.8716108040584581,0.0,0.0,0.0,0.066,0.0,0.01677839188308355
1.301080223265057e-07,0.05595639656,0.054,0.0,0.0,0.022865737641536297,0.8715843359808131,0.0,0.0,0.0,0.066,0.0,0.01683132803837378
1.3081957793883025e-07,0.05595639656,0.054,0.0,0.0,0.022813047052863206,0.8715579906864765,0.0,0.0,0.0,0.066,0.0,0.01688401862704687
1.315311335511548e-07,0.05595639656,0.054,0.0,0.0,0.022760600318741497,0.8715317673194157,0.0,0.0,0.0,0.066,0.0,0.01693646536116858
1.3224268916347936e-07,0.05595639656,0.054,0.0,0.0,0.022708395743033388,0.8715056650315617,0.0,0.0,0.0,0.066,0.0,0.01698866993687669
1.329542447758039e-07,0.05595639656,0.054,0.0,0.0,0.022656431645343842,0.8714796829827169,0.0,0.0,0.0,0.066,0.0,0.017040634034566234
1.3366580038812846e-07,0.05595639656,0.054,0.0,0.0,0.022604706360837876,0.8714538203404641,0.0,0.0,0.0,0.066,0.0,0.0170923593190722
1.34377356000453e-07,0.05595639656,0.054,0.0,0.0,0.02255321824006046,0.8714280762800751,0.0,0.0,0.0,0.066,0.0,0.017143847439849615
1.3508891161277756e-07,0.05595639656,0.054,0.0,0.0,0.02250196564875888,0.8714024499844245,0.0,0.0,0.0,0.066,0.0,0.017195100031151198
1.3580046722510211e-07,0.05595639656,0.054,0.0,0.0,0.02245094696770755,0.8713769406438987,0.0,0.0,0.0,0.066,0.0,0.017246118712202527
1.3651202283742667e-07,0.05595639656,0.054,0.0,0.0,0.022400160592535308,0.8713515474563125,0.0,0.0,0.0,0.066,0.0,0.01729690508737477
1.3722357844975122e-07,0.05595639656,0.054,0.0,0.0,0.022349604933555034,0.8713262696268226,0.0,0.0,0.0,0.066,0.0,0.017347460746355042
1.3793513406207577e-07,0.05595639656,0.054,0.0,0.0,0.022299278415595643,0.8713011063678429,0.0,0.0,0.0,0.066,0.0,0.017397787264314433
1.3864668967440032e-07,0.05595639656,0.054,0.0,0.0,0.02224917947783636,0.8712760568989629,0.0,0.0,0.0,0.066,0.0,0.017447886202073715
1.3935824528672487e-07,0.05595639656,0.054,0.0,0.0,0.022199306573643295,0.8712511204468666,0.0,0.0,0.0,0.066,0.0,0.01749775910626678
1.4006980089904942e-07,0.05595639656,0.054,0.0,0.0,0.02214965817040823,0.871226296245249,0.0,0.0,0.0,0.066,0.0,0.017547407509501848
1.4078135651137398e-07,0.05595639656,0.054,0.0,0.0,0.02210023274938959,0.8712015835347398,0.0,0.0,0.0,0.066,0.0,0.017596832930520487
1.4149291212369853e-07,0.05595639656,0.054,0.0,0.0,0.022051028805555626,0.8711769815628229,0.0,0.0,0.0,0.066,0.0,0.01764603687435445
1.4220446773602308e-07,0.05595639656,0.054,0.0,0.0,0.022002044847429694,0.8711524895837599,0.0,0.0,0.0,0.066,0.0,0.017695020832480382
1.436275789606722e-07,0.05595639656,0.054,0.0,0.0,0.021904730989262242,0.8711038326546761,0.0,0.0,0.0,0.066,0.0,0.017792334690647834
1.4490837906285642e-07,0.05595639656,0.054,0.0,0.0,0.021817886177720944,0.8710604102489055,0.0,0.0,0.0,0.066,0.0,0.017879179502189133
1.4618917916504064e-07,0.05595639656,0.054,0.0,0.0,0.021731731528054587,0.8710173329240722,0.0,0.0,0.0,0.066,0.0,0.01796533415185549
1.4746997926722485e-07,0.05595639656,0.054,0.0,0.0,0.021646258812459056,0.8709745965662745,0.0,0.0,0.0,0.066,0.0,0.018050806867451016
1.4875077936940907e-07,0.05595639656,0.054,0.0,0.0,0.021561459933786328,0.8709321971269381,0.0,0.0,0.0,0.066,0.0,0.01813560574612375
1.5003157947159328e-07,0.05595639656,0.054,0.0,0.0,0.02147732692295384,0.870890130621522,0.0,0.0,0.0,0.066,0.0,0.018219738756956236
1.513123795737775e-07,0.05595639656,0.054,0.0,0.0,0.021393851936416474,0.8708483931282531,0.0,0.0,0.0,0.066,0.0,0.018303213743493602
1.525931796759617e-07,0.05595639656,0.054,0.0,0.0,0.02131102725369764,0.8708069807868938,0.0,0.0,0.0,0.066,0.0,0.018386038426212437
1.5387397977814592e-07,0.05595639656,0.054,0.0,0.0,0.021228845274979573,0.8707658897975347,0.0,0.0,0.0,0.066,0.0,0.018468220404930503
1.5515477988033014e-07,0.05595639656,0.054,0.0,0.0,0.02114729851875024,0.8707251164194202,0.0,0.0,0.0,0.066,0.0,0.018549767161159837
1.5643557998251435e-07,0.05595639656,0.054,0.0,0.0,0.021066379619505023,0.8706846569697974,0.0,0.0,0.0,0.066,0.0,0.018630686060405053
1.5771638008469857e-07,0.05595639656,0.054,0.0,0.0,0.0209860813255018,0.8706445078227959,0.0,0.0,0.0,0.066,0.0,0.018710984354408277
1.5899718018688278e-07,0.05595639656,0.054,0.0,0.0,0.020906396496567906,0.870604665408329,0.0,0.0,0.0,0.066,0.0,0.01879066918334217
1.60277980289067e-07,0.05595639656,0.054,0.0,0.0,0.020827318101957846,0.8705651262110239,0.0,0.0,0.0,0.066,0.0,0.01886974757795223
